rowNumber,PersonId,State,score,scoreName,channel 
73,39,s5,10,NPS,3
74,39,s5,8,CES,1
75,39,s6,7,NPS,1
76,39,s6,7,CES,3
77,50,s2,10,CES,0
78,50,s4,8,CES,3
79,50,s4,7,NPS,3
80,50,s7,10,CES,3
81,50,s7,8,NPS,2
82,50,s9,10,CES,0
83,50,s9,7,NPS,1
84,50,s6,10,NPS,2
85,50,s6,10,CES,0
86,50,s7,10,CES,1
87,50,s7,10,NPS,1
88,64,s5,5,NPS,2
89,64,s5,4,CES,0
90,64,s6,6,NPS,1
91,64,s6,10,CES,3
92,64,s7,10,CES,3
93,64,s7,10,NPS,3
94,67,s2,7,CES,2
95,68,s2,5,CES,2
96,69,s4,2,CES,2
97,69,s4,4,NPS,3
98,69,s4,5,CES,2
99,69,s4,1,NPS,0
100,69,s9,2,CES,3
101,69,s9,6,NPS,0
102,70,s4,6,CES,2
103,70,s4,3,NPS,3
104,70,s5,5,NPS,2
105,70,s5,7,CES,0
106,72,s2,10,CES,0
107,75,s4,6,CES,1
108,75,s4,10,NPS,3
109,77,s2,4,CES,1
110,78,s4,10,CES,0
111,78,s4,10,NPS,0
112,79,s6,5,NPS,2
113,79,s6,8,CES,2
114,79,s7,2,CES,0
115,79,s7,5,NPS,3
116,81,s5,10,NPS,3
117,81,s5,10,CES,1
118,82,s2,7,CES,3
119,82,s9,10,CES,0
120,82,s9,10,NPS,0
121,85,s5,2,NPS,1
122,85,s5,8,CES,1
123,85,s4,5,CES,1
124,85,s4,2,NPS,0
125,85,s4,6,CES,3
126,85,s4,7,NPS,2
127,86,s9,10,CES,1
128,86,s9,10,NPS,3
129,86,s7,10,CES,2
130,86,s7,10,NPS,3
131,86,s9,10,CES,3
132,86,s9,10,NPS,3
133,88,s5,3,NPS,1
134,88,s5,3,CES,2
135,88,s7,2,CES,2
136,88,s7,2,NPS,1
137,97,s2,10,CES,2
138,97,s4,8,CES,3
139,97,s4,7,NPS,1
140,101,s2,9,CES,3
141,101,s5,10,NPS,1
142,101,s5,9,CES,1
143,101,s5,10,NPS,0
144,101,s5,9,CES,0
145,101,s5,6,NPS,1
146,101,s5,9,CES,1
147,101,s5,9,NPS,0
148,101,s5,10,CES,2
149,102,s7,9,CES,1
150,102,s7,4,NPS,3
151,102,s9,4,CES,1
152,102,s9,8,NPS,2
153,104,s9,9,CES,1
154,104,s9,10,NPS,3
155,104,s7,10,CES,3
156,104,s7,10,NPS,3
157,104,s9,10,CES,3
158,104,s9,10,NPS,1
159,109,s9,10,CES,3
160,109,s9,7,NPS,0
161,112,s5,10,NPS,3
162,112,s5,10,CES,2
163,116,s6,7,NPS,0
164,116,s6,9,CES,0
165,116,s7,10,CES,1
166,116,s7,10,NPS,0
167,116,s9,10,CES,2
168,116,s9,8,NPS,2
169,116,s7,10,CES,1
170,116,s7,10,NPS,2
171,116,s9,10,CES,1
172,116,s9,10,NPS,2
173,118,s2,5,CES,1
174,121,s2,10,CES,0
175,123,s6,10,NPS,3
176,123,s6,9,CES,2
177,123,s7,10,CES,3
178,123,s7,10,NPS,3
179,126,s4,2,CES,3
180,126,s4,7,NPS,1
181,126,s9,5,CES,3
182,126,s9,1,NPS,1
183,129,s2,6,CES,2
184,131,s2,10,CES,0
185,131,s6,8,NPS,2
186,131,s6,6,CES,1
187,131,s9,10,CES,1
188,131,s9,5,NPS,3
189,131,s4,10,CES,3
190,131,s4,10,NPS,2
191,131,s7,10,CES,1
192,131,s7,9,NPS,0
193,140,s5,3,NPS,3
194,140,s5,7,CES,1
195,140,s4,2,CES,0
196,140,s4,4,NPS,3
197,140,s4,8,CES,3
198,140,s4,2,NPS,3
199,142,s4,10,CES,2
200,142,s4,10,NPS,3
201,143,s4,5,CES,0
202,143,s4,5,NPS,1
203,145,s2,9,CES,1
204,145,s5,10,NPS,2
205,145,s5,10,CES,2
206,145,s7,7,CES,1
207,145,s7,10,NPS,3
208,145,s9,10,CES,0
209,145,s9,10,NPS,0
210,145,s4,10,CES,0
211,145,s4,10,NPS,3
212,145,s6,10,NPS,1
213,145,s6,10,CES,3
214,145,s9,10,CES,2
215,145,s9,10,NPS,0
216,146,s5,10,NPS,3
217,146,s5,10,CES,2
218,154,s4,6,CES,3
219,154,s4,9,NPS,0
220,159,s5,3,NPS,3
221,159,s5,2,CES,1
222,165,s5,10,NPS,2
223,165,s5,9,CES,1
224,165,s7,10,CES,0
225,165,s7,10,NPS,3
226,165,s9,8,CES,3
227,165,s9,10,NPS,3
228,165,s6,10,NPS,0
229,165,s6,10,CES,1
230,165,s7,10,CES,2
231,165,s7,10,NPS,2
232,166,s4,8,CES,1
233,166,s4,7,NPS,2
234,167,s5,7,NPS,0
235,167,s5,5,CES,1
236,167,s6,5,NPS,3
237,167,s6,7,CES,3
238,167,s7,5,CES,1
239,167,s7,6,NPS,2
240,167,s4,8,CES,3
241,167,s4,10,NPS,0
242,170,s5,8,NPS,1
243,170,s5,4,CES,1
244,171,s2,10,CES,2
245,175,s5,2,NPS,0
246,175,s5,1,CES,0
247,179,s2,4,CES,0
248,179,s7,10,CES,2
249,179,s7,10,NPS,3
250,183,s5,8,NPS,0
251,183,s5,6,CES,2
252,184,s5,5,NPS,0
253,184,s5,7,CES,0
254,184,s4,10,CES,0
255,184,s4,6,NPS,0
256,184,s9,9,CES,0
257,184,s9,9,NPS,1
258,191,s4,5,CES,0
259,191,s4,3,NPS,1
260,193,s5,8,NPS,1
261,193,s5,7,CES,1
262,196,s2,7,CES,0
263,198,s4,10,CES,0
264,198,s4,10,NPS,1
265,198,s7,10,CES,0
266,198,s7,10,NPS,3
267,198,s9,10,CES,0
268,198,s9,10,NPS,3
269,198,s9,10,CES,3
270,198,s9,10,NPS,1
271,201,s6,7,NPS,0
272,201,s6,10,CES,0
273,201,s7,8,CES,0
274,201,s7,10,NPS,2
275,201,s4,10,CES,2
276,201,s4,10,NPS,0
277,205,s2,10,CES,1
278,205,s4,10,CES,3
279,205,s4,10,NPS,1
280,209,s2,10,CES,1
281,209,s7,10,CES,0
282,209,s7,10,NPS,1
283,209,s7,10,CES,2
284,209,s7,10,NPS,3
285,209,s9,10,CES,3
286,209,s9,10,NPS,3
287,211,s5,10,NPS,3
288,211,s5,10,CES,0
289,211,s7,10,CES,1
290,211,s7,10,NPS,0
291,212,s5,7,NPS,2
292,212,s5,10,CES,1
293,212,s4,7,CES,3
294,212,s4,10,NPS,3
295,212,s7,10,CES,3
296,212,s7,7,NPS,0
297,212,s9,10,CES,3
298,212,s9,10,NPS,2
299,216,s4,4,CES,0
300,216,s4,4,NPS,3
301,218,s5,6,NPS,1
302,218,s5,2,CES,0
303,218,s4,6,CES,0
304,218,s4,6,NPS,3
305,218,s5,6,NPS,3
306,218,s5,5,CES,0
307,218,s4,5,CES,1
308,218,s4,7,NPS,0
309,218,s4,4,CES,3
310,218,s4,6,NPS,0
311,224,s2,10,CES,3
312,228,s5,2,NPS,2
313,228,s5,1,CES,3
314,228,s4,4,CES,0
315,228,s4,1,NPS,2
316,231,s6,10,NPS,0
317,231,s6,9,CES,3
318,232,s4,10,CES,1
319,232,s4,10,NPS,2
320,234,s7,1,CES,2
321,234,s7,3,NPS,1
322,236,s4,5,CES,1
323,236,s4,2,NPS,0
324,241,s7,7,CES,3
325,241,s7,10,NPS,2
326,241,s4,10,CES,1
327,241,s4,10,NPS,1
328,241,s7,10,CES,3
329,241,s7,10,NPS,1
330,243,s2,10,CES,2
331,243,s7,2,CES,1
332,243,s7,7,NPS,3
333,245,s4,7,CES,0
334,245,s4,7,NPS,2
335,247,s7,10,CES,3
336,247,s7,10,NPS,2
337,247,s7,10,CES,2
338,247,s7,10,NPS,2
339,247,s6,10,NPS,0
340,247,s6,10,CES,3
341,247,s7,10,CES,0
342,247,s7,10,NPS,1
343,248,s2,7,CES,0
344,250,s5,10,NPS,3
345,250,s5,9,CES,3
346,250,s9,10,CES,3
347,250,s9,10,NPS,1
348,250,s4,10,CES,1
349,250,s4,10,NPS,0
350,250,s7,10,CES,3
351,250,s7,10,NPS,3
352,250,s7,10,CES,0
353,250,s7,10,NPS,2
354,250,s9,10,CES,0
355,250,s9,10,NPS,1
356,250,s4,10,CES,3
357,250,s4,10,NPS,0
358,250,s9,10,CES,1
359,250,s9,10,NPS,3
360,250,s9,10,CES,1
361,250,s9,10,NPS,0
362,253,s5,1,NPS,2
363,253,s5,1,CES,2
364,254,s5,2,NPS,0
365,254,s5,7,CES,0
366,254,s6,3,NPS,1
367,254,s6,6,CES,1
368,254,s6,6,NPS,1
369,254,s6,9,CES,0
370,254,s9,6,CES,0
371,254,s9,10,NPS,2
372,254,s6,7,NPS,1
373,254,s6,10,CES,0
374,254,s9,10,CES,2
375,254,s9,6,NPS,1
376,254,s4,6,CES,3
377,254,s4,5,NPS,1
378,254,s6,7,NPS,0
379,254,s6,5,CES,3
380,254,s7,10,CES,1
381,254,s7,9,NPS,2
382,256,s5,7,NPS,0
383,256,s5,7,CES,0
384,256,s7,3,CES,1
385,256,s7,8,NPS,2
386,258,s6,8,NPS,3
387,258,s6,10,CES,2
388,258,s9,10,CES,0
389,258,s9,9,NPS,1
390,259,s4,9,CES,3
391,259,s4,10,NPS,1
392,259,s5,7,NPS,0
393,259,s5,10,CES,3
394,261,s6,10,NPS,1
395,261,s6,10,CES,0
396,261,s7,10,CES,3
397,261,s7,10,NPS,0
398,265,s5,10,NPS,1
399,265,s5,10,CES,0
400,265,s7,8,CES,1
401,265,s7,10,NPS,1
402,265,s9,9,CES,0
403,265,s9,8,NPS,2
404,265,s7,10,CES,3
405,265,s7,10,NPS,0
406,265,s7,10,CES,2
407,265,s7,10,NPS,1
408,265,s9,10,CES,1
409,265,s9,10,NPS,2
410,265,s9,10,CES,3
411,265,s9,10,NPS,0
412,265,s6,10,NPS,3
413,265,s6,10,CES,0
414,267,s4,10,CES,2
415,267,s4,10,NPS,2
416,267,s7,10,CES,0
417,267,s7,10,NPS,2
418,267,s7,10,CES,0
419,267,s7,10,NPS,1
420,269,s5,10,NPS,3
421,269,s5,8,CES,1
422,269,s5,8,NPS,3
423,269,s5,6,CES,1
424,269,s6,6,NPS,3
425,269,s6,9,CES,1
426,273,s4,10,CES,3
427,273,s4,8,NPS,0
428,273,s7,5,CES,3
429,273,s7,10,NPS,1
430,273,s9,7,CES,3
431,273,s9,6,NPS,3
432,273,s4,10,CES,3
433,273,s4,10,NPS,0
434,273,s7,10,CES,2
435,273,s7,10,NPS,0
436,277,s5,7,NPS,3
437,277,s5,2,CES,3
438,278,s4,10,CES,3
439,278,s4,6,NPS,3
440,279,s4,10,CES,3
441,279,s4,10,NPS,0
442,282,s2,8,CES,3
443,284,s9,10,CES,2
444,284,s9,10,NPS,1
445,285,s5,10,NPS,3
446,285,s5,7,CES,0
447,285,s4,10,CES,2
448,285,s4,10,NPS,3
449,285,s4,8,CES,3
450,285,s4,10,NPS,1
451,285,s5,10,NPS,1
452,285,s5,10,CES,3
453,286,s5,9,NPS,2
454,286,s5,8,CES,3
455,286,s4,10,CES,2
456,286,s4,8,NPS,0
457,287,s5,10,NPS,0
458,287,s5,10,CES,3
459,287,s7,10,CES,0
460,287,s7,10,NPS,0
461,287,s9,7,CES,3
462,287,s9,8,NPS,0
463,287,s7,10,CES,3
464,287,s7,10,NPS,3
465,287,s9,10,CES,0
466,287,s9,10,NPS,2
467,291,s4,10,CES,2
468,291,s4,10,NPS,0
469,293,s2,6,CES,2
470,293,s9,10,CES,2
471,293,s9,10,NPS,3
472,293,s7,10,CES,2
473,293,s7,10,NPS,0
474,293,s9,10,CES,2
475,293,s9,10,NPS,0
476,295,s5,10,NPS,2
477,295,s5,10,CES,1
478,298,s2,10,CES,0
479,298,s7,2,CES,3
480,298,s7,2,NPS,2
481,299,s4,5,CES,1
482,299,s4,3,NPS,0
483,299,s9,4,CES,2
484,299,s9,4,NPS,2
485,306,s7,10,CES,3
486,306,s7,10,NPS,3
487,306,s9,10,CES,3
488,306,s9,10,NPS,2
489,307,s2,8,CES,1
490,316,s2,10,CES,0
491,316,s7,4,CES,1
492,316,s7,4,NPS,1
493,316,s8,4,CES,1
494,316,s8,5,NPS,0
495,318,s4,8,CES,1
496,318,s4,10,NPS,0
497,318,s9,8,CES,3
498,318,s9,10,NPS,1
499,321,s9,10,CES,1
500,321,s9,10,NPS,2
501,322,s5,10,NPS,2
502,322,s5,10,CES,1
503,323,s2,5,CES,3
504,333,s5,7,NPS,0
505,333,s5,7,CES,2
506,333,s6,4,NPS,0
507,333,s6,6,CES,1
508,333,s7,10,CES,0
509,333,s7,8,NPS,2
510,333,s7,8,CES,1
511,333,s7,10,NPS,2
512,333,s7,8,CES,3
513,333,s7,9,NPS,3
514,344,s5,3,NPS,1
515,344,s5,2,CES,3
516,344,s4,2,CES,1
517,344,s4,6,NPS,2
518,349,s2,7,CES,1
519,352,s2,5,CES,2
520,353,s2,10,CES,1
521,353,s4,10,CES,1
522,353,s4,4,NPS,2
523,353,s7,7,CES,0
524,353,s7,10,NPS,1
525,353,s9,5,CES,1
526,353,s9,5,NPS,2
527,354,s4,10,CES,3
528,354,s4,7,NPS,0
529,354,s5,10,NPS,1
530,354,s5,10,CES,2
531,357,s2,8,CES,1
532,357,s4,7,CES,1
533,357,s4,10,NPS,2
534,357,s7,10,CES,3
535,357,s7,8,NPS,1
536,359,s4,6,CES,3
537,359,s4,7,NPS,2
538,359,s4,6,CES,1
539,359,s4,1,NPS,3
540,359,s5,2,NPS,0
541,359,s5,3,CES,0
542,360,s2,8,CES,3
543,360,s4,4,CES,0
544,360,s4,4,NPS,0
545,360,s7,2,CES,2
546,360,s7,3,NPS,0
547,360,s9,4,CES,2
548,360,s9,5,NPS,0
549,360,s4,4,CES,1
550,360,s4,6,NPS,0
551,360,s6,5,NPS,0
552,360,s6,4,CES,3
553,360,s4,8,CES,0
554,360,s4,4,NPS,3
555,360,s6,6,NPS,0
556,360,s6,7,CES,2
557,360,s8,6,CES,3
558,360,s8,10,NPS,1
559,361,s5,10,NPS,1
560,361,s5,7,CES,3
561,361,s6,7,NPS,3
562,361,s6,4,CES,3
563,361,s7,10,CES,0
564,361,s7,10,NPS,2
565,361,s6,10,NPS,1
566,361,s6,10,CES,1
567,361,s9,8,CES,0
568,361,s9,10,NPS,3
569,362,s7,10,CES,0
570,362,s7,9,NPS,0
571,362,s7,10,CES,1
572,362,s7,10,NPS,3
573,362,s8,10,CES,0
574,362,s8,10,NPS,2
575,363,s5,4,NPS,1
576,363,s5,7,CES,2
577,364,s5,10,NPS,0
578,364,s5,10,CES,2
579,364,s4,10,CES,1
580,364,s4,10,NPS,2
581,368,s5,10,NPS,3
582,368,s5,8,CES,3
583,368,s9,10,CES,0
584,368,s9,10,NPS,3
585,368,s9,10,CES,2
586,368,s9,10,NPS,1
587,368,s4,10,CES,1
588,368,s4,10,NPS,0
589,368,s6,10,NPS,1
590,368,s6,10,CES,1
591,368,s7,10,CES,3
592,368,s7,10,NPS,3
593,370,s5,10,NPS,2
594,370,s5,10,CES,1
595,370,s7,10,CES,3
596,370,s7,10,NPS,0
597,370,s9,10,CES,0
598,370,s9,10,NPS,2
599,370,s4,10,CES,1
600,370,s4,10,NPS,2
601,370,s7,10,CES,0
602,370,s7,10,NPS,2
603,370,s9,10,CES,2
604,370,s9,10,NPS,0
605,370,s9,10,CES,3
606,370,s9,10,NPS,2
607,373,s5,10,NPS,0
608,373,s5,10,CES,3
609,373,s6,10,NPS,2
610,373,s6,10,CES,2
611,373,s7,10,CES,2
612,373,s7,10,NPS,0
613,373,s6,10,NPS,3
614,373,s6,10,CES,0
615,373,s7,10,CES,1
616,373,s7,10,NPS,3
617,373,s9,10,CES,1
618,373,s9,10,NPS,0
619,376,s4,4,CES,1
620,376,s4,3,NPS,1
621,376,s9,7,CES,0
622,376,s9,2,NPS,1
623,376,s8,7,CES,2
624,376,s8,4,NPS,1
625,376,s7,9,CES,2
626,376,s7,8,NPS,1
627,376,s9,7,CES,2
628,376,s9,10,NPS,3
629,379,s5,10,NPS,3
630,379,s5,8,CES,2
631,382,s2,5,CES,1
632,384,s5,5,NPS,2
633,384,s5,4,CES,0
634,384,s4,3,CES,3
635,384,s4,5,NPS,0
636,384,s7,2,CES,3
637,384,s7,4,NPS,1
638,384,s9,10,CES,1
639,384,s9,9,NPS,1
640,390,s5,4,NPS,3
641,390,s5,9,CES,2
642,402,s6,10,NPS,2
643,402,s6,9,CES,2
644,402,s7,10,CES,2
645,402,s7,7,NPS,1
646,403,s4,9,CES,0
647,403,s4,8,NPS,0
648,403,s6,9,NPS,2
649,403,s6,10,CES,3
650,403,s6,10,NPS,3
651,403,s6,10,CES,1
652,408,s2,8,CES,1
653,408,s5,10,NPS,0
654,408,s5,10,CES,0
655,411,s5,9,NPS,3
656,411,s5,9,CES,3
657,411,s6,10,NPS,2
658,411,s6,8,CES,3
659,411,s7,7,CES,3
660,411,s7,10,NPS,1
661,411,s9,7,CES,2
662,411,s9,10,NPS,1
663,412,s4,5,CES,1
664,412,s4,4,NPS,0
665,413,s7,10,CES,3
666,413,s7,7,NPS,3
667,413,s4,10,CES,3
668,413,s4,10,NPS,2
669,414,s5,7,NPS,0
670,414,s5,10,CES,2
671,417,s2,8,CES,3
672,422,s4,1,CES,3
673,422,s4,3,NPS,3
674,422,s4,6,CES,3
675,422,s4,5,NPS,2
676,422,s6,1,NPS,2
677,422,s6,1,CES,2
678,422,s9,4,CES,0
679,422,s9,3,NPS,2
680,422,s4,7,CES,2
681,422,s4,9,NPS,2
682,422,s9,9,CES,0
683,422,s9,8,NPS,2
684,435,s2,7,CES,2
685,436,s5,10,NPS,1
686,436,s5,9,CES,0
687,439,s6,6,NPS,2
688,439,s6,7,CES,1
689,439,s9,7,CES,3
690,439,s9,9,NPS,2
691,439,s7,10,CES,3
692,439,s7,10,NPS,2
693,439,s4,10,CES,3
694,439,s4,10,NPS,3
695,439,s7,10,CES,0
696,439,s7,10,NPS,1
697,441,s2,10,CES,0
698,442,s9,8,CES,1
699,442,s9,10,NPS,1
700,443,s5,7,NPS,1
701,443,s5,10,CES,1
702,443,s5,9,NPS,3
703,443,s5,7,CES,3
704,443,s7,10,CES,3
705,443,s7,10,NPS,0
706,444,s2,6,CES,2
707,446,s5,10,NPS,0
708,446,s5,10,CES,1
709,446,s4,10,CES,0
710,446,s4,9,NPS,0
711,446,s7,10,CES,3
712,446,s7,10,NPS,1
713,446,s7,10,CES,3
714,446,s7,10,NPS,3
715,446,s9,10,CES,1
716,446,s9,10,NPS,0
717,447,s4,10,CES,3
718,447,s4,10,NPS,0
719,448,s5,8,NPS,1
720,448,s5,10,CES,1
721,448,s6,10,NPS,3
722,448,s6,10,CES,3
723,448,s7,10,CES,1
724,448,s7,10,NPS,0
725,450,s6,10,NPS,3
726,450,s6,10,CES,0
727,450,s9,10,CES,0
728,450,s9,7,NPS,3
729,451,s4,10,CES,1
730,451,s4,10,NPS,2
731,452,s6,10,NPS,3
732,452,s6,10,CES,3
733,452,s6,10,NPS,1
734,452,s6,10,CES,2
735,452,s9,10,CES,0
736,452,s9,10,NPS,3
737,456,s5,10,NPS,0
738,456,s5,10,CES,0
739,456,s6,10,NPS,0
740,456,s6,10,CES,0
741,456,s7,10,CES,0
742,456,s7,10,NPS,2
743,461,s5,2,NPS,3
744,461,s5,6,CES,0
745,461,s4,8,CES,0
746,461,s4,6,NPS,2
747,461,s5,8,NPS,1
748,461,s5,8,CES,2
749,461,s7,5,CES,1
750,461,s7,2,NPS,0
751,461,s9,2,CES,3
752,461,s9,6,NPS,1
753,466,s5,8,NPS,1
754,466,s5,4,CES,1
755,472,s5,10,NPS,2
756,472,s5,10,CES,0
757,472,s7,10,CES,2
758,472,s7,10,NPS,0
759,472,s9,10,CES,1
760,472,s9,10,NPS,2
761,476,s4,10,CES,3
762,476,s4,10,NPS,1
763,476,s6,7,NPS,2
764,476,s6,10,CES,0
765,476,s4,10,CES,2
766,476,s4,10,NPS,3
767,476,s7,10,CES,2
768,476,s7,10,NPS,3
769,478,s4,2,CES,1
770,478,s4,2,NPS,0
771,478,s7,8,CES,3
772,478,s7,6,NPS,0
773,483,s4,10,CES,1
774,483,s4,10,NPS,3
775,485,s2,6,CES,0
776,486,s2,7,CES,2
777,488,s4,10,CES,2
778,488,s4,8,NPS,0
779,491,s2,8,CES,3
780,491,s5,8,NPS,3
781,491,s5,10,CES,2
782,495,s6,7,NPS,2
783,495,s6,6,CES,0
784,495,s7,4,CES,3
785,495,s7,7,NPS,0
786,495,s4,6,CES,0
787,495,s4,10,NPS,2
788,495,s7,5,CES,3
789,495,s7,10,NPS,1
790,496,s9,10,CES,1
791,496,s9,10,NPS,2
792,497,s2,9,CES,3
793,497,s9,3,CES,3
794,497,s9,8,NPS,0
795,503,s7,9,CES,2
796,503,s7,10,NPS,0
797,503,s9,10,CES,2
798,503,s9,10,NPS,0
799,504,s5,8,NPS,0
800,504,s5,10,CES,0
801,504,s5,8,NPS,1
802,504,s5,10,CES,1
803,504,s9,8,CES,2
804,504,s9,7,NPS,1
805,504,s4,10,CES,2
806,504,s4,10,NPS,2
807,504,s9,10,CES,2
808,504,s9,10,NPS,1
809,504,s7,10,CES,2
810,504,s7,10,NPS,0
811,504,s9,10,CES,0
812,504,s9,10,NPS,1
813,505,s5,10,NPS,1
814,505,s5,8,CES,0
815,505,s9,10,CES,0
816,505,s9,10,NPS,3
817,506,s2,10,CES,0
818,508,s7,10,CES,3
819,508,s7,10,NPS,2
820,511,s7,9,CES,0
821,511,s7,7,NPS,2
822,511,s6,10,NPS,0
823,511,s6,8,CES,0
824,511,s7,10,CES,2
825,511,s7,10,NPS,2
826,511,s9,10,CES,2
827,511,s9,10,NPS,0
828,513,s5,10,NPS,0
829,513,s5,10,CES,2
830,516,s5,10,NPS,1
831,516,s5,8,CES,1
832,517,s2,6,CES,1
833,519,s5,4,NPS,0
834,519,s5,2,CES,2
835,519,s4,2,CES,2
836,519,s4,2,NPS,1
837,519,s7,5,CES,2
838,519,s7,2,NPS,3
839,519,s9,4,CES,0
840,519,s9,8,NPS,2
841,520,s9,10,CES,0
842,520,s9,10,NPS,1
843,525,s5,4,NPS,1
844,525,s5,1,CES,1
845,525,s4,2,CES,2
846,525,s4,6,NPS,0
847,525,s6,1,NPS,1
848,525,s6,4,CES,3
849,525,s7,5,CES,2
850,525,s7,6,NPS,3
851,525,s9,6,CES,0
852,525,s9,6,NPS,3
853,525,s7,9,CES,3
854,525,s7,5,NPS,1
855,525,s9,6,CES,3
856,525,s9,9,NPS,1
857,525,s7,6,CES,2
858,525,s7,4,NPS,0
859,525,s7,10,CES,1
860,525,s7,6,NPS,3
861,525,s8,5,CES,1
862,525,s8,7,NPS,1
863,525,s9,6,CES,3
864,525,s9,8,NPS,1
865,532,s6,9,NPS,0
866,532,s6,9,CES,1
867,541,s5,9,NPS,2
868,541,s5,10,CES,0
869,541,s9,10,CES,1
870,541,s9,10,NPS,0
871,549,s6,10,NPS,3
872,549,s6,10,CES,2
873,549,s7,10,CES,1
874,549,s7,10,NPS,2
875,549,s8,10,CES,0
876,549,s8,10,NPS,2
877,549,s9,10,CES,3
878,549,s9,10,NPS,0
879,552,s5,10,NPS,3
880,552,s5,9,CES,0
881,552,s7,7,CES,0
882,552,s7,10,NPS,1
883,552,s8,8,CES,1
884,552,s8,5,NPS,3
885,552,s9,10,CES,0
886,552,s9,9,NPS,0
887,552,s9,10,CES,3
888,552,s9,10,NPS,0
889,552,s4,10,CES,3
890,552,s4,10,NPS,1
891,552,s7,10,CES,1
892,552,s7,10,NPS,0
893,559,s4,4,CES,1
894,559,s4,6,NPS,2
895,564,s6,10,NPS,2
896,564,s6,10,CES,2
897,564,s7,10,CES,3
898,564,s7,8,NPS,2
899,564,s9,10,CES,3
900,564,s9,9,NPS,3
901,569,s4,10,CES,1
902,569,s4,10,NPS,0
903,569,s7,10,CES,3
904,569,s7,10,NPS,0
905,569,s8,10,CES,1
906,569,s8,10,NPS,3
907,570,s2,5,CES,1
908,572,s2,7,CES,3
909,573,s4,7,CES,2
910,573,s4,8,NPS,1
911,573,s6,5,NPS,2
912,573,s6,7,CES,1
913,573,s7,5,CES,0
914,573,s7,5,NPS,0
915,573,s9,2,CES,0
916,573,s9,7,NPS,3
917,580,s6,9,NPS,3
918,580,s6,10,CES,3
919,580,s6,10,NPS,1
920,580,s6,10,CES,1
921,580,s7,10,CES,2
922,580,s7,10,NPS,1
923,580,s7,10,CES,0
924,580,s7,10,NPS,0
925,582,s6,10,NPS,3
926,582,s6,10,CES,2
927,582,s9,10,CES,3
928,582,s9,10,NPS,2
929,584,s4,10,CES,2
930,584,s4,10,NPS,0
931,587,s4,10,CES,0
932,587,s4,8,NPS,2
933,588,s9,5,CES,3
934,588,s9,6,NPS,1
935,590,s5,7,NPS,3
936,590,s5,8,CES,3
937,590,s7,9,CES,0
938,590,s7,7,NPS,1
939,590,s7,10,CES,0
940,590,s7,10,NPS,2
941,590,s9,10,CES,2
942,590,s9,10,NPS,0
943,592,s5,7,NPS,2
944,592,s5,5,CES,2
945,594,s2,9,CES,2
946,596,s7,10,CES,3
947,596,s7,10,NPS,1
948,596,s9,10,CES,0
949,596,s9,10,NPS,2
950,603,s5,7,NPS,1
951,603,s5,10,CES,3
952,603,s4,10,CES,2
953,603,s4,10,NPS,2
954,603,s6,8,NPS,2
955,603,s6,10,CES,2
956,603,s7,10,CES,1
957,603,s7,8,NPS,3
958,605,s4,7,CES,2
959,605,s4,5,NPS,1
960,605,s6,10,NPS,3
961,605,s6,8,CES,0
962,605,s7,9,CES,3
963,605,s7,9,NPS,1
964,606,s4,10,CES,2
