PersonID,State,Score, NPS 
961,s5,-1,NPS
963,s3,-1,NPS
969,s3,-1,NPS
969,s7,0,NPS
972,s7,-1,NPS
975,s8,1,NPS
975,s3,-1,NPS
978,s3,-1,NPS
983,s3,1,NPS
984,s3,-1,NPS
984,s8,-1,NPS
987,s3,-1,NPS
987,s8,-1,NPS
993,s2,1,NPS
993,s8,0,NPS
994,s7,1,NPS
994,s8,-1,NPS
999,s2,0,NPS
1003,s7,0,NPS
1004,s3,1,NPS
1004,s7,-1,NPS
1014,s2,-1,NPS
1020,s3,-1,NPS
1020,s5,0,NPS
1022,s2,0,NPS
1023,s3,-1,NPS
1025,s5,0,NPS
1026,s5,-1,NPS
1029,s7,-1,NPS
1029,s5,-1,NPS
1030,s5,-1,NPS
1032,s2,-1,NPS
1034,s3,-1,NPS
1034,s5,-1,NPS
1037,s3,-1,NPS
1043,s3,-1,NPS
1043,s7,-1,NPS
1052,s3,-1,NPS
1056,s2,-1,NPS
1059,s5,-1,NPS
1061,s8,-1,NPS
1075,s2,0,NPS
1077,s2,-1,NPS
1078,s8,-1,NPS
1079,s7,-1,NPS
1079,s8,-1,NPS
1095,s5,-1,NPS
1095,s7,-1,NPS
1095,s8,-1,NPS
1100,s2,-1,NPS
1105,s3,-1,NPS
1108,s3,-1,NPS
1112,s8,-1,NPS
1120,s5,1,NPS
1132,s8,-1,NPS
1132,s2,-1,NPS
1134,s3,-1,NPS
1134,s5,0,NPS
1134,s5,-1,NPS
1136,s2,-1,NPS
1139,s2,-1,NPS
1143,s3,0,NPS
1144,s5,-1,NPS
1146,s3,0,NPS
1147,s3,-1,NPS
1151,s7,1,NPS
1154,s2,-1,NPS
1160,s3,-1,NPS
1161,s2,-1,NPS
1161,s5,-1,NPS
1163,s2,-1,NPS
1163,s8,-1,NPS
1164,s5,-1,NPS
1164,s8,0,NPS
1169,s2,-1,NPS
1172,s3,-1,NPS
1175,s2,-1,NPS
1175,s5,-1,NPS
1189,s3,-1,NPS
1189,s7,-1,NPS
1189,s8,-1,NPS
1191,s5,1,NPS
1192,s7,0,NPS
1192,s8,-1,NPS
1194,s5,0,NPS
1194,s5,-1,NPS
1197,s2,1,NPS
1198,s3,-1,NPS
1198,s5,-1,NPS
1198,s8,-1,NPS
1201,s2,0,NPS
1205,s3,-1,NPS
1209,s3,-1,NPS
1209,s7,-1,NPS
1212,s5,-1,NPS
1212,s7,1,NPS
1212,s5,0,NPS
1212,s8,-1,NPS
1213,s5,0,NPS
1213,s7,-1,NPS
1213,s7,-1,NPS
1213,s7,0,NPS
1213,s5,-1,NPS
1213,s8,0,NPS
1215,s7,-1,NPS
1215,s8,1,NPS
1217,s3,-1,NPS
1225,s2,0,NPS
1225,s5,-1,NPS
1225,s7,-1,NPS
1226,s2,-1,NPS
1234,s5,-1,NPS
1234,s8,-1,NPS
1234,s5,-1,NPS
1234,s7,-1,NPS
1234,s8,-1,NPS
1238,s2,-1,NPS
1240,s2,0,NPS
1241,s8,0,NPS
1242,s5,-1,NPS
1242,s8,0,NPS
1243,s2,-1,NPS
1243,s5,-1,NPS
1246,s3,1,NPS
1248,s3,0,NPS
1249,s8,-1,NPS
1250,s2,-1,NPS
1256,s5,1,NPS
1256,s7,-1,NPS
1257,s5,1,NPS
1257,s7,-1,NPS
1258,s5,-1,NPS
1259,s3,-1,NPS
1260,s3,1,NPS
1264,s2,-1,NPS
1268,s2,1,NPS
1274,s3,-1,NPS
1274,s7,-1,NPS
1274,s7,-1,NPS
1275,s3,-1,NPS
1275,s7,-1,NPS
1277,s3,0,NPS
1277,s7,-1,NPS
1279,s8,-1,NPS
1284,s8,0,NPS
1289,s7,-1,NPS
1291,s2,-1,NPS
1300,s2,-1,NPS
1303,s8,-1,NPS
1312,s3,-1,NPS
1312,s7,-1,NPS
1316,s3,0,NPS
1316,s5,-1,NPS
1323,s8,-1,NPS
1324,s7,0,NPS
1324,s7,-1,NPS
1325,s3,-1,NPS
1334,s7,1,NPS
1341,s2,-1,NPS
1345,s7,0,NPS
1349,s5,-1,NPS
1349,s7,-1,NPS
1349,s7,-1,NPS
1352,s5,-1,NPS
1352,s7,-1,NPS
1358,s2,-1,NPS
1359,s5,1,NPS
1363,s3,-1,NPS
1365,s5,-1,NPS
1366,s5,0,NPS
1376,s5,-1,NPS
1378,s7,-1,NPS
1378,s5,-1,NPS
1381,s7,-1,NPS
1384,s2,0,NPS
1386,s3,-1,NPS
1392,s5,-1,NPS
1392,s8,0,NPS
1401,s3,-1,NPS
1409,s2,-1,NPS
1417,s2,-1,NPS
1417,s7,-1,NPS
1420,s2,0,NPS
1420,s5,-1,NPS
1420,s5,-1,NPS
1424,s3,-1,NPS
1424,s5,-1,NPS
1426,s8,-1,NPS
1427,s2,0,NPS
1428,s3,-1,NPS
1431,s5,-1,NPS
1432,s3,1,NPS
1437,s7,0,NPS
1437,s7,-1,NPS
1437,s5,0,NPS
1437,s7,-1,NPS
1438,s5,-1,NPS
1442,s5,-1,NPS
1442,s7,0,NPS
1444,s2,-1,NPS
1447,s5,-1,NPS
1452,s3,-1,NPS
1460,s2,-1,NPS
1462,s3,-1,NPS
1462,s7,-1,NPS
1462,s7,-1,NPS
1462,s8,-1,NPS
1463,s8,0,NPS
1463,s5,-1,NPS
1465,s2,0,NPS
1465,s7,-1,NPS
1467,s7,-1,NPS
1467,s8,-1,NPS
1470,s2,-1,NPS
1481,s5,-1,NPS
1487,s2,-1,NPS
1488,s5,0,NPS
1492,s7,-1,NPS
1492,s8,-1,NPS
1500,s3,-1,NPS
1500,s5,1,NPS
1500,s7,-1,NPS
1504,s5,-1,NPS
1505,s7,-1,NPS
1505,s8,-1,NPS
1517,s8,-1,NPS
1519,s3,-1,NPS
1522,s2,-1,NPS
1523,s5,-1,NPS
1523,s7,-1,NPS
1526,s3,-1,NPS
1526,s5,-1,NPS
1526,s7,-1,NPS
1526,s8,-1,NPS
1527,s2,-1,NPS
1529,s5,-1,NPS
1531,s3,0,NPS
1534,s5,-1,NPS
1539,s2,-1,NPS
1540,s8,-1,NPS
1541,s2,-1,NPS
1545,s7,-1,NPS
1545,s8,1,NPS
1549,s3,-1,NPS
1549,s5,-1,NPS
1556,s7,-1,NPS
1563,s7,-1,NPS
1566,s5,-1,NPS
1566,s7,0,NPS
1567,s5,-1,NPS
1570,s2,-1,NPS
1570,s5,-1,NPS
1570,s7,-1,NPS
1573,s5,-1,NPS
1576,s3,-1,NPS
1578,s5,0,NPS
1578,s8,-1,NPS
1578,s5,-1,NPS
1578,s8,1,NPS
1578,s7,0,NPS
1578,s8,-1,NPS
1579,s3,-1,NPS
1581,s7,0,NPS
1587,s2,-1,NPS
1587,s5,0,NPS
1597,s2,-1,NPS
1598,s2,0,NPS
1606,s2,0,NPS
1624,s5,-1,NPS
1625,s5,-1,NPS
1627,s3,-1,NPS
1640,s3,-1,NPS
1640,s5,-1,NPS
1648,s2,0,NPS
1655,s5,-1,NPS
1655,s5,-1,NPS
1656,s2,-1,NPS
1664,s7,-1,NPS
1666,s2,-1,NPS
1669,s3,-1,NPS
1669,s5,-1,NPS
1670,s3,-1,NPS
1670,s5,1,NPS
1671,s3,0,NPS
1675,s7,0,NPS
1676,s3,-1,NPS
1676,s7,-1,NPS
1680,s5,1,NPS
1680,s7,-1,NPS
1682,s2,1,NPS
1692,s5,-1,NPS
1695,s2,-1,NPS
1697,s5,1,NPS
1697,s5,0,NPS
1697,s8,-1,NPS
1698,s5,1,NPS
1698,s7,-1,NPS
1698,s8,0,NPS
1702,s2,-1,NPS
1707,s3,-1,NPS
1710,s3,-1,NPS
1712,s5,-1,NPS
1721,s3,-1,NPS
1726,s2,-1,NPS
1727,s5,0,NPS
1727,s7,-1,NPS
1729,s5,-1,NPS
1731,s3,-1,NPS
1732,s3,-1,NPS
1733,s3,-1,NPS
1736,s7,-1,NPS
1738,s3,-1,NPS
1738,s7,-1,NPS
1738,s8,-1,NPS
1741,s5,-1,NPS
1744,s3,-1,NPS
1744,s7,-1,NPS
1747,s5,1,NPS
1748,s3,0,NPS
1749,s7,-1,NPS
1756,s3,-1,NPS
1759,s7,0,NPS
1759,s5,0,NPS
1768,s5,0,NPS
1771,s3,-1,NPS
1773,s7,0,NPS
1782,s5,1,NPS
1782,s7,-1,NPS
1784,s3,-1,NPS
1784,s7,0,NPS
1788,s7,-1,NPS
1788,s7,-1,NPS
1789,s5,-1,NPS
1789,s3,-1,NPS
1789,s7,-1,NPS
1789,s8,-1,NPS
1792,s3,1,NPS
1793,s3,0,NPS
1795,s7,0,NPS
1806,s7,0,NPS
1808,s3,-1,NPS
1809,s8,-1,NPS
1810,s7,-1,NPS
1811,s8,0,NPS
1811,s8,-1,NPS
1812,s2,0,NPS
1812,s5,0,NPS
1813,s2,-1,NPS
1814,s8,-1,NPS
1825,s2,-1,NPS
1826,s5,-1,NPS
1826,s7,-1,NPS
1827,s3,-1,NPS
1832,s5,-1,NPS
1836,s2,-1,NPS
1840,s3,0,NPS
1844,s2,-1,NPS
1844,s5,-1,NPS
1844,s7,-1,NPS
1845,s2,-1,NPS
1845,s7,-1,NPS
1846,s7,1,NPS
1846,s8,-1,NPS
1847,s3,-1,NPS
1848,s2,-1,NPS
1852,s3,-1,NPS
1852,s5,1,NPS
1853,s5,-1,NPS
1854,s3,-1,NPS
1859,s3,-1,NPS
1859,s3,-1,NPS
1859,s7,-1,NPS
1864,s7,-1,NPS
1865,s2,-1,NPS
1873,s8,-1,NPS
1875,s5,-1,NPS
1875,s7,-1,NPS
1876,s5,-1,NPS
1877,s5,-1,NPS
1883,s2,0,NPS
1891,s2,-1,NPS
1896,s2,0,NPS
1897,s3,-1,NPS
1898,s7,-1,NPS
1898,s8,0,NPS
1900,s7,0,NPS
1900,s8,0,NPS
1902,s3,-1,NPS
1902,s7,-1,NPS
1904,s5,-1,NPS
1909,s8,-1,NPS
1910,s2,-1,NPS
1915,s3,-1,NPS
1915,s5,-1,NPS
1916,s7,-1,NPS
1918,s2,-1,NPS
1930,s3,-1,NPS
1930,s5,-1,NPS
1930,s7,0,NPS
1937,s7,-1,NPS
1937,s8,0,NPS
1942,s7,0,NPS
1944,s5,-1,NPS
1944,s8,0,NPS
1948,s7,0,NPS
1948,s7,1,NPS
1949,s7,-1,NPS
1952,s2,-1,NPS
1952,s5,0,NPS
1959,s2,-1,NPS
1960,s7,-1,NPS
1963,s5,-1,NPS
1964,s8,-1,NPS
1965,s7,-1,NPS
1965,s8,-1,NPS
1968,s8,-1,NPS
1975,s5,-1,NPS
1976,s3,-1,NPS
1979,s7,0,NPS
1979,s7,-1,NPS
1981,s5,-1,NPS
1981,s8,-1,NPS
1983,s5,-1,NPS
1984,s5,0,NPS
1984,s7,-1,NPS
1984,s5,-1,NPS
1984,s7,-1,NPS
1987,s2,0,NPS
1988,s5,-1,NPS
1988,s7,-1,NPS
1990,s3,-1,NPS
1990,s5,-1,NPS
1990,s7,-1,NPS
2002,s7,0,NPS
2002,s8,0,NPS
2005,s8,1,NPS
2011,s2,-1,NPS
2011,s5,-1,NPS
2011,s5,0,NPS
2011,s8,-1,NPS
2017,s5,-1,NPS
2017,s7,-1,NPS
2017,s8,-1,NPS
2018,s7,-1,NPS
2021,s2,-1,NPS
2023,s5,-1,NPS
2032,s3,1,NPS
2032,s5,-1,NPS
2036,s7,-1,NPS
2044,s7,-1,NPS
2045,s5,-1,NPS
2045,s7,-1,NPS
2046,s3,-1,NPS
2053,s3,-1,NPS
2057,s2,-1,NPS
2057,s5,-1,NPS
2057,s7,-1,NPS
2065,s5,1,NPS
2067,s3,0,NPS
2067,s7,1,NPS
2068,s2,0,NPS
2073,s3,1,NPS
2076,s7,-1,NPS
2076,s8,-1,NPS
2078,s2,-1,NPS
2079,s2,-1,NPS
2088,s5,-1,NPS
2101,s7,-1,NPS
2105,s2,-1,NPS
2106,s5,-1,NPS
2115,s8,-1,NPS
2117,s5,-1,NPS
2117,s8,-1,NPS
2123,s7,-1,NPS
2125,s5,-1,NPS
2131,s5,-1,NPS
2131,s7,1,NPS
2131,s8,-1,NPS
2132,s2,-1,NPS
2132,s5,-1,NPS
2136,s3,-1,NPS
2136,s5,-1,NPS
2144,s5,-1,NPS
2145,s5,0,NPS
2145,s7,-1,NPS
2148,s5,-1,NPS
2153,s7,-1,NPS
2153,s8,-1,NPS
2155,s5,-1,NPS
2157,s5,-1,NPS
2158,s3,0,NPS
2158,s7,-1,NPS
2159,s8,-1,NPS
2164,s3,-1,NPS
2165,s5,-1,NPS
2166,s5,-1,NPS
2166,s7,1,NPS
2166,s7,-1,NPS
2171,s2,-1,NPS
2171,s5,-1,NPS
2171,s7,-1,NPS
2171,s8,0,NPS
2172,s2,-1,NPS
2175,s8,-1,NPS
2175,s2,-1,NPS
2183,s3,-1,NPS
2187,s7,-1,NPS
2189,s2,-1,NPS
2191,s2,-1,NPS
2204,s2,1,NPS
2206,s3,-1,NPS
2206,s5,-1,NPS
2206,s7,1,NPS
2207,s7,-1,NPS
2209,s7,1,NPS
2209,s8,1,NPS
2210,s7,0,NPS
2210,s7,-1,NPS
2226,s7,-1,NPS
2228,s7,0,NPS
2229,s3,0,NPS
2233,s3,-1,NPS
2241,s5,-1,NPS
2241,s7,0,NPS
2245,s7,0,NPS
2246,s2,-1,NPS
2257,s3,-1,NPS
2257,s5,-1,NPS
2262,s2,1,NPS
2263,s2,-1,NPS
2267,s7,-1,NPS
2275,s3,1,NPS
2275,s7,-1,NPS
2277,s2,-1,NPS
2280,s5,-1,NPS
2280,s7,1,NPS
2280,s5,-1,NPS
2283,s5,-1,NPS
2283,s7,1,NPS
2283,s8,-1,NPS
2284,s2,-1,NPS
2287,s7,-1,NPS
2287,s7,1,NPS
2287,s8,0,NPS
2288,s3,-1,NPS
2288,s7,-1,NPS
2297,s2,0,NPS
2303,s3,-1,NPS
2313,s7,-1,NPS
2324,s5,-1,NPS
2326,s7,0,NPS
2333,s2,-1,NPS
2333,s5,-1,NPS
2334,s2,-1,NPS
2339,s7,1,NPS
2340,s5,1,NPS
2340,s7,1,NPS
2340,s8,0,NPS
2351,s3,-1,NPS
2351,s5,-1,NPS
2352,s2,-1,NPS
2355,s2,-1,NPS
2356,s2,-1,NPS
2356,s5,0,NPS
2360,s3,0,NPS
2361,s3,-1,NPS
2361,s5,0,NPS
2366,s3,0,NPS
2367,s7,1,NPS
2371,s5,0,NPS
2375,s7,-1,NPS
2378,s5,-1,NPS
2378,s8,0,NPS
2380,s7,-1,NPS
2380,s8,0,NPS
2381,s2,-1,NPS
2385,s2,-1,NPS
2386,s3,0,NPS
2386,s7,1,NPS
2389,s2,-1,NPS
2389,s5,-1,NPS
2390,s2,-1,NPS
2397,s2,0,NPS
2397,s5,0,NPS
2398,s7,-1,NPS
2401,s5,-1,NPS
2402,s3,0,NPS
2402,s8,-1,NPS
2405,s5,-1,NPS
2411,s2,-1,NPS
2413,s7,0,NPS
2417,s3,-1,NPS
2420,s5,-1,NPS
2420,s7,-1,NPS
2420,s7,-1,NPS
2423,s5,-1,NPS
2432,s3,-1,NPS
2433,s3,-1,NPS
2433,s7,-1,NPS
2433,s5,-1,NPS
2440,s5,-1,NPS
2440,s7,-1,NPS
2443,s2,-1,NPS
2445,s3,-1,NPS
2448,s3,-1,NPS
2448,s5,-1,NPS
2448,s5,1,NPS
2448,s8,-1,NPS
2455,s8,-1,NPS
2459,s2,-1,NPS
2476,s3,1,NPS
2477,s7,-1,NPS
2484,s5,0,NPS
2486,s7,0,NPS
2486,s7,-1,NPS
2487,s3,-1,NPS
2491,s3,-1,NPS
2498,s3,-1,NPS
2503,s2,-1,NPS
2503,s5,-1,NPS
2504,s2,-1,NPS
2505,s3,1,NPS
2505,s5,0,NPS
2512,s5,-1,NPS
2514,s3,-1,NPS
2514,s5,-1,NPS
2515,s3,-1,NPS
2522,s3,-1,NPS
2522,s5,-1,NPS
2522,s7,-1,NPS
2522,s8,-1,NPS
2524,s3,-1,NPS
2524,s7,-1,NPS
2527,s3,-1,NPS
2527,s7,-1,NPS
2527,s8,0,NPS
2545,s3,-1,NPS
2545,s7,0,NPS
2548,s3,-1,NPS
2551,s5,-1,NPS
2551,s7,-1,NPS
2553,s5,-1,NPS
2560,s5,-1,NPS
2560,s8,-1,NPS
2568,s5,1,NPS
2568,s7,1,NPS
2568,s8,1,NPS
2572,s3,1,NPS
2574,s5,-1,NPS
2574,s7,-1,NPS
2575,s7,0,NPS
2576,s7,-1,NPS
2576,s8,-1,NPS
2579,s5,-1,NPS
2580,s3,-1,NPS
2581,s2,0,NPS
2585,s5,-1,NPS
2589,s5,0,NPS
2589,s7,0,NPS
2589,s7,1,NPS
2592,s5,-1,NPS
2594,s3,-1,NPS
2597,s3,-1,NPS
2597,s5,0,NPS
2600,s3,-1,NPS
2602,s3,-1,NPS
2607,s2,-1,NPS
2607,s5,1,NPS
2610,s2,-1,NPS
2610,s8,-1,NPS
2616,s3,-1,NPS
2622,s8,0,NPS
2627,s7,0,NPS
2634,s3,-1,NPS
2638,s5,-1,NPS
2638,s7,0,NPS
2638,s7,-1,NPS
2638,s7,-1,NPS
2638,s5,-1,NPS
2639,s3,-1,NPS
2639,s5,-1,NPS
2643,s5,-1,NPS
2643,s7,0,NPS
2651,s3,-1,NPS
2654,s5,-1,NPS
2654,s7,-1,NPS
2654,s5,-1,NPS
2654,s8,-1,NPS
2654,s3,-1,NPS
2657,s2,-1,NPS
2663,s8,-1,NPS
2677,s3,-1,NPS
2678,s5,-1,NPS
2678,s8,-1,NPS
2679,s8,-1,NPS
2680,s2,-1,NPS
2681,s5,-1,NPS
2682,s2,0,NPS
2685,s5,-1,NPS
2688,s3,-1,NPS
2688,s7,1,NPS
2689,s2,-1,NPS
2694,s2,1,NPS
2695,s3,0,NPS
2695,s5,-1,NPS
2695,s7,-1,NPS
2695,s8,-1,NPS
2697,s2,0,NPS
2699,s3,-1,NPS
2700,s3,-1,NPS
2701,s3,-1,NPS
2702,s5,0,NPS
2706,s3,-1,NPS
2713,s2,-1,NPS
2716,s3,0,NPS
2719,s5,-1,NPS
2719,s7,0,NPS
2719,s7,0,NPS
2720,s2,-1,NPS
2724,s8,-1,NPS
2732,s5,1,NPS
2737,s3,-1,NPS
2737,s8,0,NPS
2740,s3,-1,NPS
2740,s8,-1,NPS
2741,s3,-1,NPS
2741,s7,-1,NPS
2743,s7,0,NPS
2745,s2,-1,NPS
2747,s2,-1,NPS
