rowNumber,PersonId,Solved ,State 
1296,1566Not Solved,s7
1304,1570Solved,s7
1318,1578Not Solved,s7
1324,1581Solved,s7
1354,1664Not Solved,s7
1368,1675Solved,s7
1372,1676Solved,s7
1376,1680Not Solved,s7
1392,1698Solved,s7
1410,1727Solved,s7
1420,1736Not Solved,s7
1424,1738Solved,s7
1432,1744Solved,s7
1438,1749Solved,s7
1442,1759Not Solved,s7
1450,1773Not Solved,s7
1454,1782Not Solved,s7
1458,1784Solved,s7
1460,1788Not Solved,s7
1462,1788Not Solved,s7
1468,1789Solved,s7
1476,1795Solved,s7
1478,1806Solved,s7
1484,1810Solved,s7
1502,1826Solved,s7
1516,1844Solved,s7
1520,1845Solved,s7
1522,1846Solved,s7
1542,1859Not Solved,s7
1544,1864Solved,s7
1552,1875Not Solved,s7
1566,1898Solved,s7
1570,1900Solved,s7
1576,1902Not Solved,s7
1588,1916Solved,s7
1596,1930Solved,s7
1598,1937Solved,s7
1602,1942Not Solved,s7
1608,1948Not Solved,s7
1610,1948Not Solved,s7
1612,1949Not Solved,s7
1620,1960Solved,s7
1626,1965Solved,s7
1636,1979Not Solved,s7
1638,1979Solved,s7
1648,1984Not Solved,s7
1652,1984Solved,s7
1658,1988Solved,s7
1664,1990Solved,s7
1666,2002Solved,s7
1682,2017Not Solved,s7
1686,2018Not Solved,s7
1696,2036Not Solved,s7
1698,2044Not Solved,s7
1702,2045Solved,s7
1712,2057Solved,s7
1718,2067Not Solved,s7
1724,2076Solved,s7
1734,2101Not Solved,s7
1746,2123Solved,s7
1752,2131Not Solved,s7
1768,2145Solved,s7
1772,2153Solved,s7
1782,2158Solved,s7
1792,2166Not Solved,s7
1794,2166Solved,s7
1800,2171Solved,s7
1812,2187Solved,s7
1824,2206Not Solved,s7
1826,2207Not Solved,s7
1828,2209Solved,s7
1832,2210Not Solved,s7
1834,2210Not Solved,s7
1836,2226Solved,s7
1838,2228Solved,s7
1846,2241Not Solved,s7
1848,2245Not Solved,s7
1860,2267Solved,s7
1864,2275Not Solved,s7
1870,2280Not Solved,s7
1876,2283Solved,s7
1882,2287Not Solved,s7
1884,2287Not Solved,s7
1890,2288Solved,s7
1896,2313Solved,s7
1900,2326Solved,s7
1908,2339Solved,s7
1912,2340Not Solved,s7
1936,2367Solved,s7
1940,2375Solved,s7
1946,2380Solved,s7
1956,2386Solved,s7
1968,2398Not Solved,s7
1980,2413Solved,s7
1986,2420Not Solved,s7
1988,2420Solved,s7
1996,2433Not Solved,s7
2002,2440Solved,s7
2022,2477Not Solved,s7
2026,2486Not Solved,s7
2028,2486Solved,s7
2058,2522Solved,s7
2064,2524Solved,s7
2068,2527Not Solved,s7
2074,2545Solved,s7
2080,2551Solved,s7
2090,2568Solved,s7
2098,2574Solved,s7
2100,2575Solved,s7
2102,2576Solved,s7
2116,2589Not Solved,s7
2118,2589Solved,s7
2144,2627Not Solved,s7
2150,2638Not Solved,s7
2152,2638Not Solved,s7
2154,2638Not Solved,s7
2164,2643Not Solved,s7
2170,2654Not Solved,s7
2200,2688Solved,s7
2210,2695Solved,s7
2232,2719Not Solved,s7
2234,2719Solved,s7
2252,2741Not Solved,s7
2254,2743Not Solved,s7
2262,2759Not Solved,s7
2274,2766Solved,s7
2278,2779Solved,s7
2284,2792Solved,s7
2286,2793Not Solved,s7
2288,2793Not Solved,s7
2294,2795Not Solved,s7
2302,2821Not Solved,s7
2310,2824Solved,s7
2318,2830Not Solved,s7
2328,2840Solved,s7
2358,2877Solved,s7
2374,2891Solved,s7
2376,2895Solved,s7
2400,2932Not Solved,s7
2402,2932Solved,s7
2406,2934Solved,s7
2424,2960Not Solved,s7
2426,2960Solved,s7
2430,2965Solved,s7
2432,2970Not Solved,s7
2436,2977Solved,s7
2448,2985Solved,s7
2456,2995Solved,s7
2462,3003Solved,s7
2468,3018Solved,s7
2480,3027Solved,s7
2486,3043Not Solved,s7
2490,3046Not Solved,s7
2514,3091Solved,s7
2520,3102Not Solved,s7
2526,3106Not Solved,s7
2528,3106Solved,s7
2540,3112Not Solved,s7
2570,3138Solved,s7
2586,3156Solved,s7
2612,3191Not Solved,s7
2614,3193Not Solved,s7
2628,3239Not Solved,s7
2636,3259Solved,s7
2644,3261Not Solved,s7
2650,3263Not Solved,s7
2664,3274Solved,s7
2666,3283Solved,s7
2690,3309Solved,s7
2696,3314Not Solved,s7
2698,3314Solved,s7
2710,3336Solved,s7
2718,3342Not Solved,s7
2732,3362Not Solved,s7
2734,3362Solved,s7
2756,3398Solved,s7
2760,3400Not Solved,s7
2780,3419Not Solved,s7
2792,3438Solved,s7
2794,3440Not Solved,s7
2796,3440Not Solved,s7
2804,3452Solved,s7
2814,3461Solved,s7
2818,3463Not Solved,s7
2836,3486Not Solved,s7
2838,3486Not Solved,s7
2844,3487Not Solved,s7
2846,3487Not Solved,s7
2848,3487Not Solved,s7
2852,3490Solved,s7
2866,3503Solved,s7
2870,3512Not Solved,s7
2872,3512Solved,s7
2876,3513Not Solved,s7
2884,3519Not Solved,s7
2888,3519Solved,s7
2892,3521Solved,s7
2896,3523Not Solved,s7
2902,3527Not Solved,s7
2914,3541Not Solved,s7
2918,3549Solved,s7
2924,3562Not Solved,s7
2926,3562Not Solved,s7
2940,3589Solved,s7
2946,3598Solved,s7
2956,3605Solved,s7
2960,3606Not Solved,s7
2964,3608Solved,s7
2972,3619Not Solved,s7
2976,3619Not Solved,s7
2978,3620Not Solved,s7
2992,3639Not Solved,s7
2998,3650Not Solved,s7
3012,3668Solved,s7
3022,3690Not Solved,s7
3026,3692Solved,s7
3032,3697Solved,s7
3042,3708Solved,s7
3054,3742Not Solved,s7
3056,3742Not Solved,s7
3078,3790Solved,s7
3086,3793Not Solved,s7
3098,3802Solved,s7
3100,3805Solved,s7
3106,3809Solved,s7
3118,3820Solved,s7
3132,3846Not Solved,s7
3138,3851Not Solved,s7
3142,3864Solved,s7
3146,3866Solved,s7
3150,3868Not Solved,s7
3154,3869Solved,s7
3164,3883Solved,s7
3168,3887Solved,s7
3184,3923Solved,s7
3196,3938Not Solved,s7
3206,3950Solved,s7
3214,3954Solved,s7
3218,3963Solved,s7
3222,3975Solved,s7
3230,3981Solved,s7
3248,4012Not Solved,s7
3252,4012Not Solved,s7
3256,4013Solved,s7
3264,4021Not Solved,s7
3268,4022Solved,s7
3278,4039Solved,s7
3286,4042Not Solved,s7
3296,4062Solved,s7
3300,4063Solved,s7
3306,4075Solved,s7
3314,4078Solved,s7
3316,4079Not Solved,s7
3324,4087Solved,s7
3330,4091Solved,s7
3368,4150Not Solved,s7
3370,4150Solved,s7
3374,4160Not Solved,s7
3376,4160Solved,s7
3386,4173Not Solved,s7
3398,4197Not Solved,s7
3406,4215Solved,s7
3410,4217Not Solved,s7
3416,4224Not Solved,s7
3420,4227Not Solved,s7
3424,4234Not Solved,s7
3426,4234Solved,s7
3446,4250Solved,s7
3472,4292Solved,s7
3476,4293Not Solved,s7
3478,4293Not Solved,s7
3480,4295Solved,s7
3482,4298Solved,s7
3486,4305Solved,s7
3492,4309Solved,s7
3508,4334Not Solved,s7
3520,4359Not Solved,s7
3528,4369Not Solved,s7
3540,4382Solved,s7
3556,4397Solved,s7
3558,4398Solved,s7
3572,4424Solved,s7
3596,4466Not Solved,s7
3600,4466Solved,s7
3604,4473Solved,s7
3614,4480Not Solved,s7
3616,4480Not Solved,s7
3620,4485Not Solved,s7
3622,4485Not Solved,s7
3624,4488Not Solved,s7
3626,4488Not Solved,s7
3628,4488Not Solved,s7
3634,4501Not Solved,s7
3658,4529Solved,s7
3664,4537Not Solved,s7
3666,4543Not Solved,s7
3676,4554Solved,s7
3686,4566Solved,s7
3696,4572Not Solved,s7
3698,4576Not Solved,s7
3702,4583Not Solved,s7
3708,4589Solved,s7
3728,4631Not Solved,s7
3734,4640Not Solved,s7
3736,4640Not Solved,s7
3738,4640Not Solved,s7
3740,4643Solved,s7
3748,4653Not Solved,s7
3754,4653Not Solved,s7
3766,4668Solved,s7
3780,4685Not Solved,s7
3782,4685Not Solved,s7
3788,4685Solved,s7
3792,4686Not Solved,s7
3802,4697Solved,s7
3806,4699Not Solved,s7
3808,4699Not Solved,s7
3818,4707Solved,s7
3826,4708Solved,s7
3840,4726Solved,s7
3854,4734Solved,s7
3858,4751Not Solved,s7
3860,4753Not Solved,s7
3868,4757Not Solved,s7
3870,4759Solved,s7
3882,4779Solved,s7
3890,4793Not Solved,s7
3894,4800Solved,s7
3902,4808Solved,s7
3908,4816Solved,s7
3924,4828Solved,s7
3928,4830Solved,s7
3932,4846Solved,s7
3938,4850Solved,s7
3942,4857Not Solved,s7
3946,4858Not Solved,s7
3948,4858Not Solved,s7
3960,4890Not Solved,s7
3962,4890Solved,s7
3982,4922Solved,s7
4000,4937Solved,s7
4008,4943Not Solved,s7
4012,4950Not Solved,s7
4014,4950Not Solved,s7
4026,4972Not Solved,s7
4028,4972Solved,s7
4030,4974Solved,s7
4036,4991Not Solved,s7
4038,4992Solved,s7
4042,4998Not Solved,s7
4062,5015Solved,s7
4078,5026Solved,s7
4084,5033Not Solved,s7
4086,5033Solved,s7
4098,5046Solved,s7
4100,5055Not Solved,s7
4102,5055Not Solved,s7
4104,5055Solved,s7
4116,5066Solved,s7
4126,5071Not Solved,s7
4130,5076Not Solved,s7
4144,5096Solved,s7
4154,5100Not Solved,s7
4158,5106Not Solved,s7
4166,5110Solved,s7
4172,5113Solved,s7
4178,5117Not Solved,s7
4180,5117Solved,s7
4198,5126Not Solved,s7
4210,5133Solved,s7
4218,5139Solved,s7
4224,5147Solved,s7
4230,5149Not Solved,s7
4232,5149Not Solved,s7
4240,5159Solved,s7
4248,5164Not Solved,s7
4262,5171Not Solved,s7
4264,5171Solved,s7
4274,5175Not Solved,s7
4276,5175Solved,s7
4282,5182Not Solved,s7
4292,5190Solved,s7
4294,5193Not Solved,s7
4300,5203Not Solved,s7
4302,5203Not Solved,s7
4304,5203Not Solved,s7
4306,5203Not Solved,s7
4308,5204Not Solved,s7
4312,5212Not Solved,s7
4320,5222Not Solved,s7
4326,5229Not Solved,s7
4328,5229Solved,s7
4330,5233Solved,s7
4336,5238Not Solved,s7
4348,5251Solved,s7
4356,5263Not Solved,s7
4360,5263Not Solved,s7
4366,5277Solved,s7
4374,5280Solved,s7
4382,5288Not Solved,s7
4384,5288Not Solved,s7
4398,5298Not Solved,s7
4400,5298Solved,s7
4404,5311Solved,s7
4408,5313Not Solved,s7
4410,5313Not Solved,s7
4416,5325Not Solved,s7
4420,5326Solved,s7
4428,5336Not Solved,s7
4432,5337Not Solved,s7
4436,5342Not Solved,s7
4450,5361Solved,s7
4466,5397Not Solved,s7
4472,5404Not Solved,s7
4476,5423Not Solved,s7
4488,5444Solved,s7
4506,5454Not Solved,s7
4526,5488Not Solved,s7
4528,5488Solved,s7
4534,5495Solved,s7
4540,5500Not Solved,s7
4544,5501Solved,s7
4548,5508Solved,s7
4558,5523Not Solved,s7
4570,5529Solved,s7
4574,5530Not Solved,s7
4578,5532Not Solved,s7
4590,5543Not Solved,s7
4592,5543Not Solved,s7
4594,5544Solved,s7
4618,5581Not Solved,s7
4626,5597Not Solved,s7
4628,5599Solved,s7
4630,5601Solved,s7
4644,5611Solved,s7
4664,5639Not Solved,s7
4668,5642Solved,s7
4674,5643Solved,s7
4680,5648Solved,s7
4682,5653Not Solved,s7
4686,5653Not Solved,s7
4698,5669Solved,s7
4716,5702Solved,s7
4720,5704Not Solved,s7
4722,5704Solved,s7
4742,5736Solved,s7
4746,5740Solved,s7
4752,5743Not Solved,s7
4754,5743Not Solved,s7
4772,5769Solved,s7
4782,5780Not Solved,s7
4792,5790Not Solved,s7
4800,5796Solved,s7
4814,5837Not Solved,s7
4816,5837Not Solved,s7
4818,5842Not Solved,s7
4822,5859Solved,s7
4830,5868Not Solved,s7
4832,5868Solved,s7
4852,5885Solved,s7
4856,5897Solved,s7
4862,5898Solved,s7
4868,5911Not Solved,s7
4880,5917Solved,s7
4890,5926Solved,s7
4896,5933Solved,s7
4900,5935Not Solved,s7
4906,5943Not Solved,s7
4910,5943Not Solved,s7
4920,5958Not Solved,s7
4922,5961Solved,s7
4928,5962Not Solved,s7
4932,5967Solved,s7
4936,5968Not Solved,s7
4954,5995Solved,s7
4966,6005Solved,s7
4984,6027Solved,s7
4988,6040Not Solved,s7
4994,6045Not Solved,s7
5000,6058Not Solved,s7
5002,6063Solved,s7
5010,6073Not Solved,s7
5012,6073Not Solved,s7
5014,6073Not Solved,s7
5018,6075Not Solved,s7
5028,6098Solved,s7
5048,6124Not Solved,s7
5058,6128Solved,s7
5060,6129Solved,s7
5064,6130Not Solved,s7
5080,6139Not Solved,s7
5092,6155Not Solved,s7
5102,6163Solved,s7
5108,6166Solved,s7
5118,6171Solved,s7
5120,6174Not Solved,s7
5124,6174Not Solved,s7
5126,6174Solved,s7
5134,6177Not Solved,s7
5146,6200Not Solved,s7
5148,6200Solved,s7
5150,6201Solved,s7
5158,6210Not Solved,s7
5160,6210Solved,s7
5170,6230Solved,s7
5200,6258Not Solved,s7
5212,6274Not Solved,s7
5218,6280Solved,s7
5220,6283Not Solved,s7
5222,6283Solved,s7
5226,6293Solved,s7
5232,6297Solved,s7
5246,6316Solved,s7
5248,6317Not Solved,s7
5256,6333Solved,s7
5264,6340Solved,s7
5270,6347Not Solved,s7
5272,6347Solved,s7
5278,6351Not Solved,s7
5282,6359Solved,s7
5286,6370Solved,s7
5306,6395Solved,s7
5320,6402Not Solved,s7
5322,6405Not Solved,s7
5324,6405Solved,s7
5326,6408Solved,s7
5330,6413Not Solved,s7
5348,6451Solved,s7
5352,6452Solved,s7
5356,6454Not Solved,s7
5358,6454Solved,s7
5364,6463Not Solved,s7
5366,6463Solved,s7
5368,6464Not Solved,s7
5386,6483Not Solved,s7
5390,6491Not Solved,s7
5408,6522Not Solved,s7
5416,6525Solved,s7
5420,6534Not Solved,s7
5422,6534Not Solved,s7
5426,6535Solved,s7
5432,6543Not Solved,s7
5448,6558Not Solved,s7
5450,6559Not Solved,s7
5452,6559Not Solved,s7
5466,6578Solved,s7
5468,6579Solved,s7
5480,6589Not Solved,s7
5482,6589Solved,s7
5490,6600Solved,s7
5498,6618Solved,s7
5506,6630Solved,s7
5518,6648Not Solved,s7
5526,6653Not Solved,s7
5534,6669Solved,s7
5536,6672Solved,s7
5542,6683Not Solved,s7
5546,6688Solved,s7
5548,6691Not Solved,s7
5550,6694Not Solved,s7
5554,6694Not Solved,s7
5556,6694Not Solved,s7
5560,6694Not Solved,s7
5580,6726Solved,s7
5588,6733Solved,s7
5592,6745Not Solved,s7
5594,6745Solved,s7
5606,6758Solved,s7
5616,6784Solved,s7
5620,6787Solved,s7
5626,6799Solved,s7
5634,6801Solved,s7
5636,6805Not Solved,s7
5644,6811Solved,s7
5652,6823Not Solved,s7
5654,6823Solved,s7
5666,6830Not Solved,s7
5668,6830Solved,s7
5672,6833Not Solved,s7
5680,6833Solved,s7
5686,6835Not Solved,s7
5708,6884Not Solved,s7
5718,6888Solved,s7
5742,6916Solved,s7
5744,6920Solved,s7
5750,6927Not Solved,s7
5754,6927Solved,s7
5758,6933Not Solved,s7
5760,6933Not Solved,s7
5768,6945Not Solved,s7
5774,6946Not Solved,s7
5784,6959Solved,s7
5792,6979Not Solved,s7
5800,6995Not Solved,s7
5806,7003Solved,s7
5812,7006Not Solved,s7
5816,7008Not Solved,s7
5818,7009Not Solved,s7
5832,7034Not Solved,s7
5834,7034Not Solved,s7
5836,7034Solved,s7
5850,7045Solved,s7
5856,7047Not Solved,s7
5858,7047Solved,s7
5862,7048Not Solved,s7
5868,7053Not Solved,s7
5872,7057Solved,s7
5888,7080Solved,s7
5894,7086Solved,s7
5900,7095Solved,s7
5904,7103Solved,s7
5910,7110Solved,s7
5918,7111Not Solved,s7
5922,7114Not Solved,s7
5932,7126Solved,s7
5936,7133Solved,s7
5940,7139Solved,s7
5946,7152Solved,s7
5966,7176Solved,s7
5972,7178Not Solved,s7
5974,7178Not Solved,s7
5986,7193Not Solved,s7
5988,7193Solved,s7
6002,7222Solved,s7
6028,7283Solved,s7
6038,7287Solved,s7
6046,7301Solved,s7
6058,7320Solved,s7
6064,7327Solved,s7
6068,7328Not Solved,s7
6086,7344Not Solved,s7
6096,7361Not Solved,s7
6106,7376Solved,s7
6114,7386Not Solved,s7
6130,7401Solved,s7
6138,7412Not Solved,s7
6146,7420Solved,s7
6148,7421Solved,s7
6154,7425Not Solved,s7
6156,7425Not Solved,s7
6162,7430Solved,s7
6174,7444Not Solved,s7
6186,7464Solved,s7
6192,7469Not Solved,s7
6198,7478Not Solved,s7
6212,7507Solved,s7
6216,7509Solved,s7
6220,7515Not Solved,s7
6236,7540Solved,s7
6254,7555Solved,s7
6256,7559Solved,s7
6260,7563Not Solved,s7
6264,7563Solved,s7
6274,7580Not Solved,s7
6284,7595Not Solved,s7
6286,7595Not Solved,s7
6288,7595Not Solved,s7
6290,7595Solved,s7
6302,7620Not Solved,s7
6304,7620Not Solved,s7
6310,7624Not Solved,s7
6312,7624Solved,s7
6314,7628Solved,s7
6320,7636Not Solved,s7
6324,7641Solved,s7
6334,7651Solved,s7
6344,7661Not Solved,s7
6358,7677Solved,s7
6372,7709Solved,s7
6388,7737Not Solved,s7
6422,7792Not Solved,s7
6436,7821Solved,s7
6442,7832Solved,s7
6446,7846Solved,s7
6452,7855Not Solved,s7
6454,7855Solved,s7
6456,7858Not Solved,s7
6460,7867Not Solved,s7
6462,7867Solved,s7
6466,7872Not Solved,s7
6478,7899Not Solved,s7
6480,7899Not Solved,s7
6484,7899Solved,s7
6488,7900Solved,s7
6496,7908Not Solved,s7
6508,7917Solved,s7
6514,7925Solved,s7
6536,7960Solved,s7
6546,7968Not Solved,s7
6556,7989Solved,s7
6566,7995Not Solved,s7
6570,7997Not Solved,s7
6572,7997Not Solved,s7
6582,8008Solved,s7
6594,8028Not Solved,s7
6598,8032Solved,s7
6604,8038Solved,s7
6608,8048Solved,s7
6614,8054Not Solved,s7
6616,8054Solved,s7
6630,8073Not Solved,s7
6646,8095Solved,s7
6670,8123Solved,s7
6672,8124Not Solved,s7
6686,8149Not Solved,s7
6692,8152Not Solved,s7
6696,8157Not Solved,s7
6698,8157Not Solved,s7
6706,8166Solved,s7
6710,8167Solved,s7
6712,8170Not Solved,s7
6714,8171Solved,s7
6726,8177Solved,s7
6734,8180Solved,s7
6740,8191Not Solved,s7
6746,8192Solved,s7
6754,8209Not Solved,s7
6756,8209Solved,s7
6760,8212Not Solved,s7
6762,8212Not Solved,s7
6766,8224Not Solved,s7
6768,8224Not Solved,s7
6774,8235Not Solved,s7
6794,8261Not Solved,s7
6798,8268Not Solved,s7
6808,8274Solved,s7
6818,8284Not Solved,s7
6832,8289Solved,s7
6842,8316Solved,s7
6848,8328Solved,s7
6852,8340Solved,s7
6856,8348Solved,s7
6870,8369Solved,s7
6888,8385Solved,s7
6896,8396Solved,s7
6906,8419Solved,s7
6912,8429Not Solved,s7
6916,8429Not Solved,s7
6920,8432Not Solved,s7
6924,8439Not Solved,s7
6930,8443Solved,s7
6936,8448Solved,s7
6942,8456Solved,s7
6946,8459Not Solved,s7
6948,8459Not Solved,s7
6960,8496Solved,s7
6968,8498Solved,s7
6994,8549Solved,s7
7014,8584Not Solved,s7
7018,8585Solved,s7
7024,8593Solved,s7
7052,8629Solved,s7
7054,8630Solved,s7
7078,8685Solved,s7
7086,8692Not Solved,s7
7094,8701Solved,s7
7102,8707Not Solved,s7
7104,8707Solved,s7
7108,8714Not Solved,s7
7110,8714Not Solved,s7
7118,8717Not Solved,s7
7120,8717Solved,s7
7124,8722Solved,s7
7130,8727Solved,s7
7140,8740Not Solved,s7
7142,8740Solved,s7
7152,8751Not Solved,s7
7160,8768Solved,s7
7164,8776Solved,s7
7176,8792Not Solved,s7
7184,8798Solved,s7
7198,8817Not Solved,s7
7202,8822Not Solved,s7
7204,8823Not Solved,s7
7208,8825Solved,s7
7224,8845Solved,s7
7230,8859Not Solved,s7
7232,8859Solved,s7
7242,8869Solved,s7
7248,8873Not Solved,s7
7252,8873Solved,s7
7258,8880Not Solved,s7
7266,8881Solved,s7
7272,8891Solved,s7
7276,8892Solved,s7
7280,8895Solved,s7
7290,8905Not Solved,s7
7294,8911Solved,s7
7306,8920Not Solved,s7
7308,8920Not Solved,s7
7318,8938Solved,s7
7322,8946Solved,s7
7334,8965Solved,s7
7356,8998Not Solved,s7
7362,9001Not Solved,s7
7364,9001Solved,s7
7372,9015Solved,s7
7378,9021Not Solved,s7
7380,9021Not Solved,s7
7382,9021Solved,s7
7386,9025Not Solved,s7
7392,9027Solved,s7
7404,9033Solved,s7
7406,9034Solved,s7
7418,9052Not Solved,s7
7420,9052Solved,s7
7454,9087Not Solved,s7
7464,9096Not Solved,s7
7470,9103Solved,s7
7478,9110Not Solved,s7
7482,9114Not Solved,s7
7488,9121Not Solved,s7
7516,9169Not Solved,s7
7520,9170Not Solved,s7
7522,9172Not Solved,s7
7524,9173Not Solved,s7
7552,9202Solved,s7
7566,9211Not Solved,s7
7574,9213Solved,s7
7578,9214Not Solved,s7
7580,9215Solved,s7
7582,9220Solved,s7
7588,9223Not Solved,s7
7590,9223Not Solved,s7
7594,9230Solved,s7
7600,9236Not Solved,s7
7608,9244Solved,s7
7612,9247Not Solved,s7
7620,9255Solved,s7
7642,9279Not Solved,s7
7644,9283Solved,s7
7648,9288Not Solved,s7
7664,9315Not Solved,s7
7668,9315Not Solved,s7
7678,9324Solved,s7
7696,9367Solved,s7
7704,9372Not Solved,s7
7708,9379Not Solved,s7
7720,9395Not Solved,s7
7728,9406Solved,s7
7740,9425Not Solved,s7
7752,9436Solved,s7
7758,9438Solved,s7
7772,9469Solved,s7
7780,9471Solved,s7
7784,9472Solved,s7
7802,9495Solved,s7
7808,9496Not Solved,s7
7810,9496Not Solved,s7
7818,9517Solved,s7
7832,9546Solved,s7
7842,9550Not Solved,s7
7844,9550Not Solved,s7
7854,9555Not Solved,s7
7856,9555Solved,s7
7866,9567Solved,s7
7872,9574Solved,s7
7876,9577Solved,s7
7880,9578Solved,s7
7888,9591Not Solved,s7
7892,9601Not Solved,s7
7894,9601Not Solved,s7
7908,9622Not Solved,s7
7914,9626Not Solved,s7
7916,9633Not Solved,s7
7926,9640Solved,s7
7928,9642Not Solved,s7
7938,9683Solved,s7
7942,9684Not Solved,s7
7946,9684Not Solved,s7
7952,9705Solved,s7
7956,9707Not Solved,s7
7962,9708Solved,s7
7968,9713Not Solved,s7
7970,9713Not Solved,s7
7974,9718Not Solved,s7
7976,9720Solved,s7
7980,9725Solved,s7
7984,9727Not Solved,s7
7992,9732Solved,s7
7994,9735Solved,s7
8000,9743Solved,s7
8010,9754Solved,s7
8012,9757Solved,s7
8014,9758Not Solved,s7
8020,9768Solved,s7
8028,9778Not Solved,s7
8032,9778Solved,s7
8050,9802Solved,s7
8054,9804Solved,s7
8058,9810Solved,s7
8068,9826Not Solved,s7
8094,9853Not Solved,s7
8096,9857Not Solved,s7
8104,9865Solved,s7
8106,9870Not Solved,s7
8108,9872Solved,s7
8112,9884Not Solved,s7
8120,9889Solved,s7
8122,9891Not Solved,s7
8128,9895Not Solved,s7
8130,9895Solved,s7
8132,9897Solved,s7
8138,9901Solved,s7
8146,9912Solved,s7
8174,9957Solved,s7
8182,9962Not Solved,s7
8190,9967Solved,s7
8200,9976Solved,s7
8208,9985Solved,s7
8218,9994Solved,s7
8220,9998Not Solved,s7
8230,10014Not Solved,s7
8234,10023Not Solved,s7
8236,10023Solved,s7
8244,10028Not Solved,s7
8252,10036Solved,s7
8254,10042Not Solved,s7
8258,10046Solved,s7
8264,10056Solved,s7
8268,10059Solved,s7
8278,10067Not Solved,s7
8290,10082Solved,s7
8298,10086Not Solved,s7
8320,10100Solved,s7
8338,10122Solved,s7
8340,10123Not Solved,s7
8342,10124Not Solved,s7
8350,10133Solved,s7
8354,10141Not Solved,s7
8360,10142Solved,s7
8370,10151Solved,s7
8386,10166Not Solved,s7
8388,10166Solved,s7
8392,10175Not Solved,s7
