rowNumber,PersonId,Price,Objects, State 
664,898,103,0,s5
665,898,-103,0,s5
666,898,-103,0,s5
667,900,103,0,s5
668,900,-103,0,s5
669,902,404,2,s5
670,902,404,2,s5
671,905,213,2,s5
672,905,-213,2,s5
673,907,278,2,s5
674,907,-278,2,s5
675,907,-278,0,s5
676,910,380,2,s5
677,915,506,2,s5
678,915,506,2,s5
679,917,506,0,s5
680,920,515,4,s5
681,920,-515,4,s5
682,921,515,0,s5
683,926,101,0,s5
684,930,247,0,s5
685,931,247,0,s5
686,931,-247,0,s5
687,931,-247,0,s5
688,937,600,4,s5
689,937,-600,4,s5
690,939,600,0,s5
691,946,129,6,s5
692,946,-129,6,s5
693,946,-129,0,s5
694,950,540,2,s5
695,950,-540,2,s5
696,950,-540,0,s5
697,951,540,0,s5
698,960,279,2,s5
699,960,-279,2,s5
700,961,231,2,s5
701,961,-231,2,s5
702,963,331,10,s5
703,963,-331,10,s5
704,969,442,2,s5
705,969,-442,2,s5
706,969,-442,0,s5
707,972,515,6,s5
708,972,-515,6,s5
709,972,-515,0,s5
710,973,228,2,s5
711,974,497,6,s5
712,974,-497,6,s5
713,975,382,4,s5
714,975,382,4,s5
715,975,-382,4,s5
716,975,382,0,s5
717,975,-382,0,s5
718,984,387,2,s5
719,984,-387,2,s5
720,987,386,4,s5
721,987,-386,4,s5
722,989,386,0,s5
723,989,-386,0,s5
724,993,386,0,s5
725,993,-386,0,s5
726,994,383,2,s5
727,994,383,2,s5
728,994,-383,2,s5
729,994,-383,0,s5
730,1003,296,2,s5
731,1003,-296,2,s5
732,1003,-296,0,s5
733,1004,595,2,s5
734,1004,-595,2,s5
735,1004,-595,0,s5
736,1005,362,4,s5
737,1008,247,0,s5
738,1008,-247,0,s5
739,1009,248,2,s5
740,1014,221,0,s5
741,1019,436,4,s5
742,1019,-436,4,s5
743,1020,232,6,s5
744,1020,-232,6,s5
745,1023,232,0,s5
746,1025,232,0,s5
747,1025,-232,0,s5
748,1026,294,2,s5
749,1029,246,0,s5
750,1029,-246,0,s5
751,1029,246,0,s5
752,1029,-246,0,s5
753,1030,361,4,s5
754,1030,-361,4,s5
755,1032,361,0,s5
756,1032,-361,0,s5
757,1034,541,8,s5
758,1034,-541,8,s5
759,1040,406,0,s5
760,1043,96,4,s5
761,1043,-96,4,s5
762,1043,-96,0,s5
763,1052,87,2,s5
764,1052,-87,2,s5
765,1059,531,0,s5
766,1059,-531,0,s5
767,1061,496,2,s5
768,1061,-496,2,s5
769,1065,79,2,s5
770,1065,-79,2,s5
771,1077,79,0,s5
772,1078,79,0,s5
773,1078,-79,0,s5
774,1079,441,2,s5
775,1079,-441,2,s5
776,1079,-441,0,s5
777,1084,399,0,s5
778,1089,523,2,s5
779,1095,523,0,s5
780,1095,-523,0,s5
781,1095,-523,0,s5
782,1098,399,2,s5
783,1098,-399,2,s5
784,1108,114,2,s5
785,1108,114,2,s5
786,1108,-114,2,s5
787,1112,114,0,s5
788,1112,-114,0,s5
789,1120,559,4,s5
790,1125,559,0,s5
791,1128,519,2,s5
792,1128,-519,2,s5
793,1132,519,0,s5
794,1132,-519,0,s5
795,1134,336,4,s5
796,1134,336,4,s5
797,1143,112,2,s5
798,1143,-112,2,s5
799,1144,112,0,s5
800,1144,112,0,s5
801,1147,109,2,s5
802,1147,-109,2,s5
803,1151,198,2,s5
804,1151,198,2,s5
805,1151,-198,2,s5
806,1151,198,0,s5
807,1152,198,1,s5
808,1152,-198,1,s5
809,1154,198,0,s5
810,1161,173,0,s5
811,1161,-173,0,s5
812,1163,173,0,s5
813,1163,-173,0,s5
814,1164,483,4,s5
815,1164,-483,4,s5
816,1168,483,0,s5
817,1170,483,0,s5
818,1175,93,0,s5
819,1175,93,0,s5
820,1183,139,0,s5
821,1189,211,2,s5
822,1189,-211,2,s5
823,1189,-211,0,s5
824,1191,329,6,s5
825,1191,-329,6,s5
826,1192,360,2,s5
827,1192,-360,2,s5
828,1192,-360,0,s5
829,1194,337,0,s5
830,1194,337,0,s5
831,1196,301,0,s5
832,1197,361,2,s5
833,1197,-361,2,s5
834,1198,248,2,s5
835,1198,-248,2,s5
836,1199,242,2,s5
837,1199,-242,2,s5
838,1205,548,0,s5
839,1209,111,4,s5
840,1209,111,4,s5
841,1209,-111,4,s5
842,1209,-111,0,s5
843,1212,168,2,s5
844,1212,-168,2,s5
845,1212,168,0,s5
846,1212,-168,0,s5
847,1213,296,2,s5
848,1213,296,2,s5
849,1213,-296,2,s5
850,1213,-296,0,s5
851,1213,296,0,s5
852,1213,-296,0,s5
853,1213,296,0,s5
854,1213,-296,0,s5
855,1213,296,0,s5
856,1213,-296,0,s5
857,1215,306,6,s5
858,1215,-306,6,s5
859,1215,-306,0,s5
860,1217,306,0,s5
861,1225,210,0,s5
862,1225,-210,0,s5
863,1225,-210,0,s5
864,1226,210,0,s5
865,1226,-210,0,s5
866,1234,417,2,s5
867,1234,-417,2,s5
868,1234,417,0,s5
869,1234,-417,0,s5
870,1234,-417,0,s5
871,1241,555,2,s5
872,1241,-555,2,s5
873,1242,555,0,s5
874,1242,-555,0,s5
875,1243,555,0,s5
876,1248,89,8,s5
877,1248,89,8,s5
878,1249,311,5,s5
879,1249,-311,5,s5
880,1249,311,0,s5
881,1249,-311,0,s5
882,1250,311,0,s5
883,1250,311,0,s5
884,1256,286,2,s5
885,1256,-286,2,s5
886,1257,331,4,s5
887,1257,-331,4,s5
888,1257,-331,0,s5
889,1258,331,0,s5
890,1259,534,2,s5
891,1259,-534,2,s5
892,1260,181,4,s5
893,1260,-181,4,s5
894,1267,159,6,s5
895,1267,-159,6,s5
896,1274,160,2,s5
897,1274,-160,2,s5
898,1274,-160,0,s5
899,1274,-160,0,s5
900,1275,411,2,s5
901,1275,-411,2,s5
902,1275,411,0,s5
903,1277,135,2,s5
904,1277,-135,2,s5
905,1277,-135,0,s5
906,1279,466,2,s5
907,1279,-466,2,s5
908,1279,466,0,s5
909,1284,186,2,s5
910,1284,-186,2,s5
911,1286,526,4,s5
912,1289,526,0,s5
913,1289,-526,0,s5
914,1289,-526,0,s5
915,1298,292,6,s5
916,1298,-292,6,s5
917,1303,292,0,s5
918,1303,-292,0,s5
919,1308,484,2,s5
920,1308,-484,2,s5
921,1309,484,0,s5
922,1309,-484,0,s5
923,1310,335,2,s5
924,1310,-335,2,s5
925,1312,387,4,s5
926,1312,-387,4,s5
927,1312,-387,0,s5
928,1315,387,0,s5
929,1316,574,2,s5
930,1316,-574,2,s5
931,1321,356,2,s5
932,1323,356,0,s5
933,1323,-356,0,s5
934,1324,356,0,s5
935,1324,-356,0,s5
936,1324,356,0,s5
937,1324,-356,0,s5
938,1324,-356,0,s5
939,1334,84,4,s5
940,1334,-84,4,s5
941,1334,84,0,s5
942,1334,-84,0,s5
943,1339,428,2,s5
944,1345,492,0,s5
945,1345,492,0,s5
946,1345,492,0,s5
947,1345,-492,0,s5
948,1345,492,0,s5
949,1345,-492,0,s5
950,1348,489,2,s5
951,1348,-489,2,s5
952,1349,489,0,s5
953,1349,-489,0,s5
954,1349,489,0,s5
955,1349,-489,0,s5
956,1349,-489,0,s5
957,1352,238,2,s5
958,1352,-238,2,s5
959,1352,-238,0,s5
960,1359,169,2,s5
961,1363,297,2,s5
962,1365,297,0,s5
963,1366,297,0,s5
964,1366,297,0,s5
965,1366,-297,0,s5
966,1367,297,1,s5
967,1376,297,0,s5
968,1376,-297,0,s5
969,1378,297,0,s5
970,1378,297,0,s5
971,1378,-297,0,s5
972,1378,297,0,s5
973,1378,-297,0,s5
974,1381,290,0,s5
975,1381,-290,0,s5
976,1381,-290,0,s5
977,1384,290,0,s5
978,1384,-290,0,s5
979,1385,290,0,s5
980,1392,323,0,s5
981,1392,-323,0,s5
982,1399,428,4,s5
983,1399,-428,4,s5
984,1402,364,2,s5
985,1402,-364,2,s5
986,1405,566,4,s5
987,1405,-566,4,s5
988,1409,566,0,s5
989,1412,412,2,s5
990,1414,412,0,s5
991,1414,-412,0,s5
992,1417,412,0,s5
993,1417,-412,0,s5
994,1417,-412,0,s5
995,1419,377,6,s5
996,1419,-377,6,s5
997,1420,377,0,s5
998,1420,377,0,s5
999,1420,-377,0,s5
1000,1424,207,2,s5
1001,1426,275,2,s5
1002,1426,-275,2,s5
1003,1428,275,0,s5
1004,1431,275,0,s5
1005,1435,358,4,s5
1006,1436,358,0,s5
1007,1437,495,2,s5
1008,1437,-495,2,s5
1009,1437,495,0,s5
1010,1437,-495,0,s5
1011,1437,495,0,s5
1012,1437,-495,0,s5
1013,1437,-495,0,s5
1014,1438,495,0,s5
1015,1442,496,2,s5
1016,1442,-496,2,s5
1017,1442,-496,0,s5
1018,1444,496,0,s5
1019,1446,103,2,s5
1020,1447,103,0,s5
1021,1452,103,0,s5
1022,1452,-103,0,s5
1023,1453,103,0,s5
1024,1462,221,2,s5
1025,1462,221,2,s5
1026,1462,-221,2,s5
1027,1462,221,0,s5
1028,1462,-221,0,s5
1029,1462,221,0,s5
1030,1462,-221,0,s5
1031,1462,-221,0,s5
1032,1463,221,1,s5
1033,1463,-221,1,s5
1034,1463,221,0,s5
1035,1463,-221,0,s5
1036,1465,221,0,s5
1037,1465,-221,0,s5
1038,1465,-221,0,s5
1039,1467,154,2,s5
1040,1467,-154,2,s5
1041,1467,-154,0,s5
1042,1473,88,0,s5
1043,1481,88,0,s5
1044,1481,-88,0,s5
1045,1485,564,2,s5
1046,1485,-564,2,s5
1047,1487,419,0,s5
1048,1488,419,0,s5
1049,1488,419,0,s5
1050,1489,578,3,s5
1051,1489,-578,3,s5
1052,1492,578,0,s5
1053,1492,-578,0,s5
1054,1492,-578,0,s5
1055,1495,288,0,s5
1056,1497,109,2,s5
1057,1497,-109,2,s5
1058,1500,205,6,s5
1059,1500,-205,6,s5
1060,1500,-205,0,s5
1061,1501,105,4,s5
1062,1504,242,0,s5
1063,1505,188,2,s5
1064,1505,188,2,s5
1065,1505,-188,2,s5
1066,1505,-188,0,s5
1067,1510,592,2,s5
1068,1510,-592,2,s5
1069,1511,375,2,s5
1070,1511,-375,2,s5
1071,1517,526,4,s5
1072,1517,-526,4,s5
1073,1517,526,0,s5
1074,1517,-526,0,s5
1075,1519,470,4,s5
1076,1523,470,0,s5
1077,1523,-470,0,s5
1078,1523,-470,0,s5
1079,1526,505,12,s5
1080,1526,505,12,s5
1081,1526,-505,12,s5
1082,1526,-505,0,s5
1083,1529,158,2,s5
1084,1531,300,2,s5
1085,1531,-300,2,s5
1086,1532,506,4,s5
1087,1532,-506,4,s5
1088,1534,506,0,s5
1089,1538,506,0,s5
1090,1539,506,0,s5
1091,1540,374,2,s5
1092,1540,-374,2,s5
1093,1545,305,6,s5
1094,1545,-305,6,s5
1095,1545,305,0,s5
1096,1545,-305,0,s5
1097,1545,-305,0,s5
1098,1549,239,2,s5
1099,1556,239,0,s5
1100,1556,-239,0,s5
1101,1561,234,4,s5
1102,1561,-234,4,s5
1103,1563,271,2,s5
1104,1563,-271,2,s5
1105,1563,-271,0,s5
1106,1566,90,2,s5
1107,1566,-90,2,s5
1108,1566,90,0,s5
1109,1567,108,4,s5
1110,1570,108,0,s5
1111,1570,108,0,s5
1112,1570,-108,0,s5
1113,1570,-108,0,s5
1114,1572,496,2,s5
1115,1572,-496,2,s5
1116,1573,86,14,s5
1117,1573,-86,14,s5
1118,1577,118,0,s5
1119,1578,118,0,s5
1120,1578,-118,0,s5
1121,1578,118,0,s5
1122,1578,-118,0,s5
1123,1578,118,0,s5
1124,1578,-118,0,s5
1125,1578,-118,0,s5
1126,1581,221,0,s5
1127,1581,-221,0,s5
1128,1581,-221,0,s5
1129,1583,221,0,s5
1130,1587,221,0,s5
1131,1597,260,0,s5
1132,1597,-260,0,s5
1133,1599,260,0,s5
1134,1605,260,0,s5
1135,1606,260,0,s5
1136,1606,-260,0,s5
1137,1611,233,6,s5
1138,1618,233,0,s5
1139,1618,-233,0,s5
1140,1619,507,2,s5
1141,1623,315,2,s5
1142,1623,-315,2,s5
1143,1624,172,2,s5
1144,1625,172,0,s5
1145,1625,-172,0,s5
1146,1626,448,4,s5
1147,1626,-448,4,s5
1148,1629,219,0,s5
1149,1629,219,0,s5
1150,1640,360,2,s5
1151,1651,233,2,s5
1152,1651,-233,2,s5
1153,1655,553,4,s5
1154,1655,553,4,s5
1155,1664,480,0,s5
1156,1664,-480,0,s5
1157,1664,480,0,s5
1158,1669,585,2,s5
1159,1669,-585,2,s5
1160,1670,446,2,s5
1161,1673,446,0,s5
1162,1673,446,0,s5
1163,1675,505,2,s5
1164,1675,-505,2,s5
1165,1675,-505,0,s5
1166,1676,190,2,s5
1167,1676,-190,2,s5
1168,1676,190,0,s5
