rowNumber,PersonId,Price,Objects 
276,581,200,1
277,581,93,1
278,590,920,2
279,590,730,3
280,594,562,1
281,594,503,1
282,594,621,1
283,594,839,1
284,594,575,1
285,594,504,2
286,596,564,2
287,597,948,1
288,599,990,1
289,600,743,2
290,607,360,3
291,609,830,3
292,609,833,2
293,610,962,2
294,613,1053,2
295,614,812,1
296,615,482,1
297,618,615,2
298,622,158,1
299,628,985,1
300,630,188,1
301,630,160,2
302,630,114,1
303,630,-114,1
304,632,792,1
305,632,964,1
306,635,895,1
307,644,61,1
308,644,117,1
309,647,1042,2
310,652,488,1
311,653,975,1
312,653,1166,2
313,653,905,1
314,653,527,1
315,654,1164,2
316,659,891,1
317,659,-891,1
318,662,75,1
319,662,191,2
320,668,352,1
321,668,743,1
322,675,426,1
323,675,-426,1
324,676,968,1
325,681,713,2
326,683,551,1
327,688,211,2
328,688,237,2
329,701,370,2
330,712,1065,2
331,712,379,1
332,712,484,1
333,713,759,1
334,713,-759,1
335,720,620,1
336,723,74,1
337,723,156,2
338,724,987,1
339,725,725,1
340,726,217,1
341,727,703,3
342,733,836,1
343,734,775,1
344,734,-775,1
345,737,943,3
346,738,84,1
347,740,662,2
348,749,645,2
349,750,605,1
350,751,570,1
351,751,627,2
352,751,-627,2
353,754,434,1
354,754,964,1
355,754,702,2
356,759,896,1
357,759,-896,1
358,763,670,2
359,766,96,1
360,766,143,1
361,768,271,1
362,775,654,1
363,775,497,2
364,776,183,1
365,781,649,1
366,782,555,1
367,786,148,1
368,788,594,2
369,792,211,1
370,792,324,2
371,793,207,1
372,795,650,1
373,796,973,1
374,796,994,1
375,796,528,1
376,798,133,1
377,799,161,1
378,799,116,1
379,799,-116,1
380,804,322,2
381,804,333,2
382,805,748,1
383,806,638,1
384,806,-638,1
385,811,498,1
386,814,903,1
387,826,75,1
388,826,75,1
389,826,122,1
390,826,67,1
391,828,179,1
392,832,642,1
393,832,403,2
394,836,352,1
395,837,853,1
396,838,938,1
397,843,301,1
398,848,715,2
399,851,402,2
400,852,101,1
401,852,160,1
402,854,519,1
403,857,1018,2
404,860,286,2
405,861,663,2
406,867,362,1
407,871,725,1
408,872,512,1
409,873,403,1
410,873,-403,1
411,877,375,1
412,878,957,2
413,880,1051,2
414,883,382,2
415,884,788,2
416,884,657,2
417,891,445,2
418,893,184,1
419,896,776,2
420,900,1036,2
421,901,168,1
422,901,-168,1
423,903,152,1
424,905,623,1
425,906,968,1
426,907,339,1
427,907,280,1
428,908,991,1
429,910,580,1
430,914,515,2
431,922,371,1
432,922,-371,1
433,924,400,1
434,924,-400,1
435,927,743,1
436,927,-743,1
437,929,610,2
438,933,943,2
439,938,374,2
440,940,1016,2
441,940,793,2
442,949,599,1
443,949,221,1
444,950,203,1
445,951,644,1
446,954,792,1
447,957,158,1
448,960,815,2
449,960,797,1
450,960,-797,1
451,964,464,1
452,964,368,1
453,964,924,1
454,964,-924,1
455,967,758,2
456,967,819,1
457,967,701,1
458,969,424,1
459,974,1124,2
460,981,957,1
461,981,356,1
462,981,-356,1
463,984,538,1
464,985,625,1
465,988,940,2
466,988,516,1
467,993,777,2
468,994,859,1
469,997,666,2
470,1001,648,2
471,1002,610,2
472,1003,448,1
473,1004,859,1
474,1006,381,1
475,1006,-381,1
476,1011,961,2
477,1014,780,2
478,1015,519,1
479,1016,449,1
480,1018,973,1
481,1018,760,1
482,1018,823,2
483,1018,-823,2
484,1024,268,2
485,1027,131,1
486,1028,310,1
487,1030,307,1
488,1033,988,1
489,1033,331,2
490,1035,902,1
491,1041,801,3
492,1043,292,1
493,1043,708,1
494,1044,373,2
495,1048,977,2
496,1052,52,1
497,1052,102,1
498,1054,957,1
499,1064,897,1
500,1065,896,1
501,1065,837,1
502,1065,326,1
503,1066,369,1
504,1068,752,1
505,1071,477,2
506,1076,354,1
507,1084,467,1
508,1092,487,2
509,1092,-487,2
510,1093,735,2
511,1093,950,1
512,1101,201,1
513,1104,955,1
514,1113,181,2
515,1114,703,1
516,1115,403,2
517,1117,602,2
518,1118,110,1
519,1120,735,2
520,1122,911,2
521,1129,535,1
522,1129,603,1
523,1129,925,1
524,1132,930,1
525,1135,540,2
526,1135,865,1
527,1143,924,3
528,1147,275,1
529,1149,804,1
530,1151,418,1
531,1151,732,2
532,1161,663,1
533,1162,150,1
534,1163,969,1
535,1165,210,1
536,1167,246,1
537,1168,459,1
538,1170,833,2
539,1173,303,2
540,1174,864,3
541,1175,612,2
542,1176,533,1
543,1177,1003,2
544,1178,735,1
545,1184,539,2
546,1184,-539,2
547,1185,1102,3
548,1188,880,1
549,1191,320,1
550,1191,219,1
551,1193,391,1
552,1197,572,1
553,1199,509,3
554,1200,971,2
555,1202,223,1
556,1203,157,1
557,1211,931,1
558,1216,607,1
559,1216,252,1
560,1216,754,2
561,1217,742,2
562,1218,427,1
563,1218,890,2
564,1221,531,2
565,1227,266,1
566,1232,692,2
567,1233,557,2
568,1233,-557,2
569,1244,755,1
570,1245,823,2
571,1248,463,1
572,1250,1028,2
573,1250,-1028,2
574,1254,660,2
575,1261,74,1
576,1271,1312,4
577,1275,621,1
578,1282,479,2
579,1287,226,2
580,1287,135,2
581,1289,999,2
582,1289,759,2
583,1293,454,2
584,1295,307,1
585,1298,710,1
586,1301,770,3
587,1303,603,1
588,1309,808,1
589,1309,-808,1
590,1310,902,2
591,1311,763,1
592,1311,625,1
593,1312,408,3
594,1324,299,2
595,1327,396,2
596,1329,572,1
597,1337,972,1
598,1342,98,1
599,1343,1042,2
600,1350,793,1
601,1357,506,2
602,1367,938,1
603,1369,432,2
604,1374,507,1
605,1374,-507,1
606,1375,504,1
607,1375,-504,1
608,1377,695,1
609,1378,592,2
610,1386,629,2
611,1388,393,2
612,1389,454,1
613,1389,682,1
614,1392,386,1
615,1394,1043,3
616,1395,582,3
617,1396,695,1
618,1397,978,1
619,1397,-978,1
620,1399,328,1
621,1399,-328,1
622,1403,208,1
623,1408,505,1
624,1409,383,1
625,1410,853,1
626,1415,967,1
627,1415,1064,2
628,1415,-1064,2
629,1418,286,2
630,1418,1022,2
631,1421,641,2
632,1422,795,1
633,1427,675,2
634,1430,271,1
635,1431,500,1
636,1442,713,1
637,1445,375,1
638,1445,-375,1
639,1449,262,1
640,1459,52,1
641,1459,137,1
642,1459,-137,1
643,1464,786,1
644,1465,228,1
645,1465,-228,1
646,1470,316,1
647,1471,870,2
648,1471,503,1
649,1473,471,1
650,1477,655,2
651,1479,230,1
652,1482,703,1
653,1486,745,3
654,1487,936,1
655,1489,898,2
656,1490,745,2
657,1496,109,1
658,1496,72,1
659,1506,565,1
660,1508,950,2
661,1509,145,1
662,1510,986,2
663,1510,-986,2
664,1511,868,2
665,1514,337,1
666,1517,502,1
667,1522,852,2
668,1528,718,1
669,1529,541,3
670,1535,859,2
671,1539,270,1
672,1539,-270,1
673,1540,1060,2
674,1544,596,2
675,1544,455,2
676,1545,378,1
677,1547,692,2
678,1552,119,1
679,1554,905,1
680,1554,952,1
681,1555,1035,2
682,1557,259,1
683,1558,350,1
684,1562,601,1
685,1562,1059,3
686,1564,837,1
687,1564,865,3
688,1564,672,2
689,1566,1180,2
690,1566,994,1
691,1571,704,1
692,1572,327,1
693,1578,179,2
694,1580,747,2
695,1581,558,1
696,1581,372,1
697,1581,-372,1
698,1587,716,1
699,1587,493,3
700,1589,350,1
701,1591,202,1
702,1592,828,2
703,1592,241,1
704,1594,493,1
705,1596,328,1
706,1596,1006,2
707,1598,504,2
708,1600,699,2
709,1604,334,1
710,1604,-334,1
711,1612,707,1
712,1614,487,1
713,1616,355,2
714,1617,394,2
715,1617,514,2
716,1628,797,3
717,1628,850,1
718,1632,755,1
719,1632,-755,1
720,1638,978,1
721,1638,1040,2
722,1639,871,2
723,1639,1121,3
724,1641,855,1
725,1644,826,2
726,1647,120,2
727,1655,803,1
728,1655,-803,1
729,1658,690,1
730,1658,910,3
731,1659,479,1
732,1659,-479,1
733,1671,493,1
734,1673,358,1
735,1676,556,1
736,1681,207,1
737,1684,824,1
738,1688,262,2
739,1691,138,1
740,1691,123,1
741,1691,192,1
742,1693,560,2
743,1693,396,1
744,1702,951,3
745,1705,781,2
746,1710,92,1
747,1711,678,2
748,1711,679,1
749,1711,293,1
750,1714,491,2
751,1716,946,2
752,1721,538,1
753,1724,889,1
754,1726,360,1
755,1729,808,1
756,1730,729,1
757,1737,946,2
758,1739,961,1
759,1739,-961,1
760,1741,389,1
761,1741,870,3
762,1742,718,1
763,1744,337,1
764,1748,526,2
765,1749,223,2
766,1749,181,2
767,1752,829,2
768,1754,811,3
769,1755,746,1
770,1759,168,1
771,1760,1021,2
772,1769,518,1
773,1770,703,2
774,1773,348,2
775,1774,790,1
776,1781,867,1
777,1781,518,1
778,1785,278,1
779,1786,673,2
780,1790,273,1
781,1790,227,1
782,1792,474,1
783,1792,779,1
784,1792,-779,1
785,1794,843,2
786,1794,263,1
787,1797,474,1
788,1798,522,1
789,1798,-522,1
790,1799,765,1
791,1808,706,2
792,1808,-706,2
793,1810,1139,2
794,1810,-1139,2
795,1819,639,2
796,1826,570,1
797,1828,636,1
798,1828,655,1
799,1830,926,2
800,1833,55,1
801,1834,380,1
802,1834,360,2
803,1836,212,1
804,1837,351,2
805,1837,-351,2
806,1839,888,1
807,1839,847,1
808,1839,236,1
809,1839,-236,1
810,1851,499,1
811,1851,294,1
812,1856,823,1
813,1858,773,1
814,1867,986,1
815,1867,904,1
816,1867,751,1
817,1869,543,2
818,1870,849,1
819,1871,180,1
820,1871,146,1
821,1873,770,1
822,1876,214,1
823,1878,414,2
824,1880,1150,2
825,1880,901,2
826,1881,919,1
827,1882,408,1
828,1887,774,1
829,1888,855,1
830,1890,669,1
831,1894,978,2
832,1894,-978,2
833,1896,512,1
834,1899,131,1
835,1899,-131,1
836,1902,428,4
837,1907,992,1
838,1910,178,2
839,1910,-178,2
840,1915,526,1
841,1920,829,2
842,1928,359,4
843,1930,950,1
844,1932,117,1
845,1933,476,3
846,1936,983,1
847,1937,525,1
848,1937,803,1
849,1942,451,2
850,1943,226,1
851,1944,595,2
852,1944,337,1
853,1946,833,2
854,1950,655,2
855,1951,664,2
856,1955,941,1
857,1955,1000,1
858,1955,249,1
859,1955,338,2
860,1957,911,2
861,1962,155,1
862,1962,75,1
863,1966,997,1
864,1966,876,2
865,1971,346,1
866,1972,561,1
867,1974,310,1
868,1981,214,1
869,1981,613,1
870,1981,427,2
871,1982,690,2
872,1983,351,1
873,1983,803,1
874,1991,367,1
875,1993,64,1
876,2001,559,2
877,2006,684,1
878,2008,416,2
879,2011,662,1
880,2020,235,1
881,2028,941,1
882,2032,430,2
883,2032,722,1
884,2032,425,1
885,2032,452,2
886,2032,-452,2
887,2034,300,1
888,2034,441,1
889,2035,1117,3
890,2043,376,2
891,2048,953,4
892,2053,1059,2
893,2055,387,1
894,2061,723,2
895,2062,550,2
896,2063,810,1
897,2068,568,2
898,2069,762,1
899,2070,454,1
900,2071,380,1
901,2074,1088,4
902,2074,-1088,4
903,2076,107,1
904,2080,939,1
905,2081,558,1
906,2083,670,1
907,2084,252,1
908,2087,209,1
909,2090,387,1
910,2091,271,1
911,2091,-271,1
912,2095,902,1
913,2100,978,1
914,2101,518,1
915,2101,781,1
916,2101,451,2
917,2110,527,2
918,2113,157,2
919,2115,585,1
920,2115,-585,1
921,2119,346,2
922,2125,824,2
923,2129,518,2
924,2142,945,2
925,2145,908,1
926,2145,650,1
927,2145,552,2
928,2156,758,1
929,2157,903,1
930,2157,379,1
931,2160,213,1
932,2160,849,1
933,2160,984,1
934,2168,1021,3
935,2170,212,1
936,2170,1052,2
937,2173,916,2
938,2174,179,1
939,2174,-179,1
940,2181,397,2
941,2191,874,1
942,2191,-874,1
943,2195,402,1
944,2195,-402,1
945,2198,446,1
946,2198,497,2
947,2202,267,2
948,2204,926,1
949,2204,-926,1
950,2207,390,2
951,2208,87,1
952,2209,369,1
953,2211,291,1
954,2212,570,1
955,2225,84,1
956,2225,-84,1
957,2228,160,1
958,2231,353,2
959,2232,237,1
960,2234,985,1
961,2239,66,1
962,2240,748,1
963,2242,750,2
964,2250,878,1
965,2250,448,1
966,2251,746,1
967,2251,274,1
968,2255,447,1
969,2255,-447,1
970,2261,522,1
971,2262,758,1
972,2262,896,2
973,2265,271,2
974,2266,480,2
975,2266,852,1
976,2267,154,1
977,2267,98,1
978,2270,830,1
979,2272,575,1
980,2273,890,2
981,2275,372,1
982,2276,266,1
983,2276,561,1
984,2282,972,1
985,2283,590,1
986,2283,389,1
987,2283,574,1
988,2285,823,1
989,2286,68,1
990,2286,145,1
991,2291,755,1
992,2293,895,1
993,2296,811,1
994,2298,963,1
995,2302,772,2
996,2314,473,1
997,2316,552,2
998,2319,1050,2
999,2320,831,2
1000,2320,537,2
1001,2323,663,1
1002,2326,235,2
1003,2328,595,1
1004,2330,795,2
1005,2330,458,2
1006,2331,677,1
1007,2335,240,2
1008,2335,164,2
1009,2339,882,1
1010,2342,949,1
1011,2343,767,2
1012,2345,256,1
1013,2347,61,1
1014,2347,91,1
1015,2349,205,1
1016,2350,263,1
1017,2350,1009,2
1018,2355,979,1
1019,2358,160,1
1020,2363,412,2
1021,2369,681,1
1022,2378,552,1
1023,2389,220,1
1024,2397,103,1
1025,2399,441,2
1026,2399,968,1
1027,2401,476,2
1028,2403,69,1
1029,2404,858,1
1030,2404,-858,1
1031,2405,850,2
1032,2407,426,1
1033,2412,355,2
1034,2413,982,1
1035,2413,294,1
1036,2413,459,1
1037,2418,618,1
1038,2420,351,2
1039,2423,970,1
1040,2427,910,2
1041,2428,292,2
1042,2429,699,1
1043,2431,1066,2
1044,2432,907,1
1045,2441,601,1
1046,2446,495,2
1047,2448,664,1
1048,2454,528,4
1049,2454,239,1
1050,2454,970,1
1051,2454,254,1
1052,2455,576,1
1053,2457,868,1
1054,2457,232,1
1055,2457,1241,4
1056,2457,1141,2
1057,2457,967,1
1058,2457,920,1
1059,2460,732,1
1060,2461,467,2
1061,2463,286,2
1062,2463,184,1
1063,2464,405,1
1064,2464,595,2
1065,2464,-595,2
1066,2473,561,1
1067,2476,451,1
1068,2476,638,1
1069,2476,537,2
1070,2477,402,2
1071,2479,851,1
1072,2484,516,1
1073,2486,908,1
1074,2486,657,2
1075,2486,-657,2
1076,2493,510,2
1077,2495,746,1
1078,2496,432,1
1079,2497,943,1
1080,2501,597,2
1081,2504,913,1
1082,2505,508,1
1083,2507,1070,2
1084,2510,323,1
1085,2515,272,1
1086,2517,925,1
1087,2518,352,1
1088,2522,999,1
1089,2522,936,1
1090,2528,825,1
1091,2531,764,2
1092,2533,703,2
1093,2536,490,1
1094,2540,585,1
1095,2542,616,1
1096,2552,447,1
1097,2552,587,2
1098,2552,-587,2
1099,2553,1197,2
1100,2560,634,1
1101,2565,640,2
1102,2566,1071,2
1103,2566,527,1
1104,2568,652,1
1105,2571,919,1
1106,2576,918,1
1107,2578,548,2
1108,2578,733,1
1109,2581,1117,2
1110,2581,-1117,2
1111,2586,783,3
1112,2588,452,1
1113,2593,986,2
1114,2598,963,2
1115,2602,501,1
1116,2603,809,1
1117,2603,501,1
1118,2603,339,1
1119,2603,205,1
1120,2604,386,1
1121,2604,684,1
1122,2605,473,1
1123,2608,96,1
1124,2610,394,2
1125,2610,997,2
1126,2616,121,1
1127,2616,148,1
1128,2617,515,1
1129,2620,680,1
1130,2623,341,1
1131,2627,302,1
1132,2627,335,1
1133,2630,921,2
1134,2639,114,1
1135,2643,935,2
1136,2644,329,2
1137,2653,420,1
1138,2653,464,1
1139,2657,886,1
1140,2659,148,1
1141,2659,-148,1
1142,2664,883,1
1143,2666,224,2
1144,2668,594,1
1145,2668,674,2
1146,2672,481,2
1147,2676,717,2
1148,2676,402,1
1149,2676,831,1
1150,2676,534,1
1151,2676,428,1
1152,2677,645,1
1153,2678,424,1
1154,2679,363,1
1155,2679,921,1
1156,2690,959,1
1157,2692,862,1
1158,2693,831,1
1159,2693,-831,1
1160,2697,787,1
1161,2697,379,1
1162,2697,-379,1
1163,2699,237,1
1164,2699,-237,1
1165,2702,796,1
1166,2705,887,1
1167,2708,888,1
1168,2714,748,2
1169,2722,965,1
1170,2728,176,2
1171,2728,161,1
1172,2729,834,1
1173,2732,762,2
1174,2735,72,1
1175,2737,980,1
1176,2739,785,1
1177,2739,-785,1
1178,2740,802,1
1179,2740,-802,1
1180,2743,839,1
1181,2745,647,2
1182,2745,347,1
1183,2749,570,1
1184,2751,343,1
1185,2755,664,2
1186,2755,204,1
1187,2755,330,1
1188,2756,598,2
1189,2756,-598,2
1190,2759,897,1
1191,2762,261,1
1192,2766,802,2
1193,2768,396,1
1194,2771,282,1
1195,2772,153,2
1196,2773,821,2
1197,2776,596,1
1198,2777,269,1
1199,2779,73,1
1200,2779,-73,1
1201,2780,635,1
1202,2781,456,2
1203,2781,-456,2
1204,2785,586,1
1205,2786,164,1
1206,2788,935,1
1207,2788,694,2
1208,2792,600,1
1209,2793,1148,4
1210,2798,270,1
1211,2798,461,1
1212,2799,702,2
1213,2802,515,1
1214,2803,639,1
1215,2806,622,1
1216,2812,431,1
1217,2812,500,1
1218,2812,-500,1
1219,2817,863,1
1220,2818,139,1
1221,2818,249,2
1222,2818,380,2
1223,2822,958,1
1224,2822,-958,1
1225,2826,840,2
1226,2829,348,1
1227,2830,512,3
1228,2830,978,1
1229,2830,688,2
1230,2830,512,1
1231,2830,602,1
1232,2842,1016,3
1233,2842,-1016,3
1234,2843,385,2
1235,2843,743,1
1236,2845,384,3
1237,2846,187,1
1238,2848,517,1
1239,2854,582,1
1240,2854,720,1
1241,2856,447,1
1242,2859,975,2
1243,2864,325,1
1244,2877,892,2
1245,2879,718,1
1246,2884,339,1
1247,2885,933,1
1248,2886,272,1
1249,2888,688,2
1250,2894,769,2
1251,2895,635,1
1252,2897,839,2
1253,2899,565,2
1254,2900,607,1
1255,2901,238,2
1256,2902,534,2
1257,2905,926,2
1258,2908,369,2
1259,2915,474,2
1260,2916,900,1
1261,2919,241,1
1262,2922,686,2
1263,2922,892,1
1264,2922,724,1
1265,2924,327,2
1266,2925,271,2
1267,2926,351,1
1268,2926,-351,1
1269,2927,392,1
1270,2928,338,1
1271,2936,727,2
1272,2937,805,1
1273,2938,813,2
1274,2941,765,1
1275,2944,443,1
1276,2944,781,2
1277,2946,77,1
1278,2946,72,1
1279,2946,-72,1
1280,2952,174,1
1281,2953,759,2
1282,2957,1090,2
1283,2962,1095,2
1284,2962,690,1
1285,2965,375,1
1286,2966,830,1
1287,2970,65,1
1288,2979,172,3
1289,2987,721,1
1290,2992,204,1
1291,2996,335,2
1292,2996,900,1
1293,2998,735,1
1294,2998,939,1
1295,2998,-939,1
1296,3001,157,1
1297,3009,694,1
1298,3009,718,1
1299,3019,892,1
1300,3027,702,1
1301,3033,950,1
1302,3034,538,1
1303,3037,552,1
1304,3038,430,2
1305,3044,411,1
1306,3049,274,1
1307,3049,862,1
1308,3056,533,3
1309,3056,-533,3
1310,3057,1118,2
1311,3057,-1118,2
1312,3059,360,1
1313,3060,98,1
1314,3062,872,1
1315,3065,866,1
1316,3065,223,1
1317,3067,564,1
1318,3067,656,1
1319,3067,-656,1
1320,3069,661,2
1321,3070,796,1
1322,3071,291,2
1323,3074,273,2
1324,3076,434,1
1325,3079,565,1
1326,3080,139,1
1327,3082,609,1
1328,3082,-609,1
1329,3083,675,1
1330,3084,703,1
1331,3088,615,1
1332,3091,752,1
1333,3091,753,1
1334,3092,658,1
1335,3093,1032,3
1336,3105,271,1
1337,3118,147,1
1338,3118,70,1
1339,3119,669,2
1340,3124,265,1
1341,3125,692,1
1342,3127,994,2
1343,3127,437,2
1344,3132,607,1
1345,3132,-607,1
1346,3136,940,2
1347,3138,451,1
1348,3138,-451,1
1349,3141,153,1
1350,3142,543,2
1351,3142,314,2
1352,3142,936,2
1353,3145,983,2
1354,3145,638,1
1355,3148,927,1
1356,3148,238,1
1357,3148,336,1
1358,3153,400,1
1359,3153,973,2
1360,3156,237,1
1361,3163,267,2
1362,3164,732,1
1363,3165,740,2
1364,3168,1004,2
1365,3170,854,1
1366,3180,832,1
1367,3181,277,1
1368,3186,769,2
1369,3191,723,2
1370,3192,143,1
1371,3192,-143,1
1372,3194,698,1
1373,3196,856,1
1374,3196,-856,1
1375,3205,680,1
1376,3208,514,4
1377,3209,178,1
1378,3209,151,2
1379,3210,123,1
1380,3210,159,1
1381,3218,999,2
1382,3218,332,1
1383,3218,612,2
1384,3220,897,1
1385,3222,476,2
1386,3224,664,1
1387,3224,976,1
1388,3224,941,1
1389,3225,950,2
1390,3225,-950,2
1391,3227,243,1
1392,3232,361,1
1393,3232,973,1
1394,3235,187,1
1395,3236,840,1
1396,3237,372,1
1397,3238,277,1
1398,3239,728,1
1399,3244,637,2
1400,3246,755,1
1401,3249,791,1
1402,3249,682,1
1403,3250,666,1
1404,3253,122,1
1405,3253,-122,1
1406,3255,268,2
1407,3256,819,2
1408,3264,577,2
1409,3264,-577,2
1410,3267,811,1
1411,3270,403,2
1412,3270,-403,2
1413,3271,862,1
1414,3272,750,2
1415,3273,655,1
1416,3276,990,1
1417,3277,649,1
1418,3278,676,1
1419,3286,927,2
1420,3288,521,1
1421,3292,988,1
1422,3294,967,1
1423,3299,130,1
1424,3301,830,1
1425,3301,699,1
1426,3305,484,2
1427,3310,310,1
1428,3312,554,2
1429,3316,816,1
1430,3319,844,1
1431,3320,810,1
1432,3320,695,1
1433,3329,585,1
1434,3330,87,1
1435,3330,165,1
1436,3331,825,1
1437,3334,146,2
1438,3337,931,1
1439,3341,169,2
1440,3341,185,1
1441,3341,55,1
1442,3343,867,1
1443,3343,470,1
1444,3348,494,2
1445,3349,234,2
1446,3351,613,1
1447,3357,585,2
1448,3357,826,3
1449,3363,452,1
1450,3363,810,1
1451,3363,944,2
1452,3367,759,1
1453,3368,580,1
1454,3373,964,1
1455,3374,284,1
1456,3383,286,1
1457,3383,-286,1
1458,3385,368,1
1459,3387,696,4
1460,3388,922,2
1461,3389,757,2
1462,3391,410,2
1463,3393,591,1
1464,3393,-591,1
1465,3398,432,1
1466,3398,998,2
1467,3401,546,1
1468,3402,804,1
1469,3404,93,1
1470,3405,1181,3
1471,3407,207,1
1472,3410,789,1
1473,3413,798,1
1474,3415,1172,2
1475,3419,596,1
1476,3423,632,1
1477,3425,828,2
1478,3426,586,1
1479,3426,-586,1
1480,3427,102,2
1481,3429,871,3
1482,3429,810,1
1483,3431,593,2
1484,3431,-593,2
1485,3433,687,1
1486,3434,873,1
1487,3436,987,2
1488,3436,917,2
1489,3438,761,1
1490,3438,-761,1
1491,3443,601,2
1492,3443,805,1
1493,3451,942,2
1494,3452,437,1
1495,3456,492,2
1496,3460,408,1
1497,3460,-408,1
1498,3462,285,2
1499,3462,212,2
1500,3464,318,2
1501,3466,411,1
1502,3466,1163,3
1503,3466,-1163,3
1504,3468,562,2
1505,3471,497,2
1506,3474,364,1
1507,3475,411,1
1508,3475,670,1
1509,3478,199,2
1510,3491,496,2
1511,3495,966,1
1512,3497,771,1
1513,3498,219,1
1514,3502,451,1
1515,3502,-451,1
1516,3506,500,2
1517,3507,616,1
1518,3507,-616,1
1519,3523,700,1
1520,3523,804,1
1521,3523,586,2
1522,3523,527,1
