rowNumber,PersonId,Price,PriceType 
214,164,597,Car
215,169,557,Car
216,169,202,Car
217,170,162,Car
218,170,60,Baby-seat
219,170,87,Car
220,171,872,Car
221,171,417,Car
222,171,642,Car
223,171,370,Car
224,171,717,Car
225,171,200,Insurance
226,171,593,Car
227,171,967,Car
228,172,717,Car
229,172,50,Navigation
230,173,247,Car
231,176,172,Car
232,176,157,Car
233,187,67,Car
234,187,60,Baby-seat
235,187,50,Navigation
236,187,182,Car
237,187,144,Car
238,189,940,Car
239,189,100,Extra driver
240,189,485,Car
241,192,67,Car
242,195,975,Car
243,195,604,Car
244,197,408,Car
245,198,412,Car
246,198,200,Insurance
247,198,457,Car
248,198,200,Insurance
249,200,853,Car
250,201,442,Car
251,201,50,Navigation
252,203,680,Car
253,203,50,Navigation
254,203,476,Car
255,203,60,Baby-seat
256,204,87,Car
257,205,745,Car
258,205,50,Navigation
259,207,959,Car
260,207,50,Navigation
261,207,796,Car
262,207,60,Baby-seat
263,207,618,Car
264,207,100,Extra driver
265,208,258,Car
266,208,781,Car
267,208,671,Car
268,208,263,Car
269,208,294,Car
270,208,843,Car
271,208,521,Car
272,208,60,Baby-seat
273,208,808,Car
274,208,60,Baby-seat
275,209,623,Car
276,210,510,Car
277,210,679,Car
278,210,692,Car
279,210,100,Extra driver
280,212,680,Car
281,212,60,Baby-seat
282,212,963,Car
283,213,619,Car
284,215,355,Car
285,215,200,Insurance
286,215,434,Car
287,215,100,Extra driver
288,216,749,Car
289,216,213,Car
290,217,965,Car
291,217,50,Navigation
292,217,100,Extra driver
293,218,399,Car
294,219,786,Car
295,220,455,Car
296,220,816,Car
297,221,814,Car
298,221,873,Car
299,222,202,Car
300,229,848,Car
301,231,167,Car
302,232,795,Car
303,234,61,Car
304,235,960,Car
305,236,530,Car
306,236,419,Car
307,237,850,Car
308,237,515,Car
309,238,725,Car
310,250,747,Car
311,250,645,Car
312,250,100,Extra driver
313,250,775,Car
314,251,862,Car
315,251,60,Baby-seat
316,254,955,Car
317,255,746,Car
318,255,50,Navigation
319,255,791,Car
320,255,828,Car
321,256,918,Car
322,256,100,Extra driver
323,258,686,Car
324,258,60,Baby-seat
325,261,870,Car
326,263,511,Car
327,263,60,Baby-seat
328,263,968,Car
329,265,946,Car
330,266,891,Car
331,266,200,Insurance
332,266,50,Navigation
333,268,538,Car
334,270,432,Car
335,270,988,Car
336,272,456,Car
337,272,750,Car
338,272,50,Navigation
339,272,958,Car
340,272,834,Car
341,272,60,Baby-seat
342,272,60,Baby-seat
343,272,50,Navigation
344,272,50,Navigation
345,272,100,Extra driver
346,274,530,Car
347,274,911,Car
348,274,222,Car
349,275,569,Car
350,275,384,Car
351,275,200,Insurance
352,275,732,Car
353,277,179,Car
354,280,719,Car
355,283,855,Car
356,283,978,Car
357,289,736,Car
358,289,697,Car
359,290,189,Car
360,290,100,Extra driver
361,294,221,Car
362,294,931,Car
363,294,60,Baby-seat
364,294,292,Car
365,294,334,Car
366,294,223,Car
367,295,818,Car
368,295,100,Extra driver
369,296,660,Car
370,296,979,Car
371,297,467,Car
372,297,200,Insurance
373,298,327,Car
374,298,100,Extra driver
375,298,936,Car
376,299,528,Car
377,301,821,Car
378,301,60,Baby-seat
379,302,488,Car
380,302,60,Baby-seat
381,303,347,Car
382,303,621,Car
383,303,100,Extra driver
384,303,905,Car
385,303,883,Car
386,303,642,Car
387,307,552,Car
388,307,657,Car
389,308,573,Car
390,308,847,Car
391,308,50,Navigation
392,308,615,Car
393,310,514,Car
394,310,252,Car
395,311,937,Car
396,315,874,Car
397,315,100,Extra driver
398,317,623,Car
399,317,577,Car
400,318,702,Car
401,318,937,Car
402,320,886,Car
403,322,537,Car
404,322,729,Car
405,322,50,Navigation
406,323,599,Car
407,325,340,Car
408,325,864,Car
409,325,200,Insurance
410,326,392,Car
411,329,193,Car
412,329,100,Extra driver
413,329,200,Insurance
414,330,934,Car
415,330,242,Car
416,330,50,Navigation
417,331,926,Car
418,331,100,Extra driver
419,331,230,Car
420,331,626,Car
421,331,505,Car
422,333,268,Car
423,334,988,Car
424,334,200,Insurance
425,334,291,Car
426,335,607,Car
427,335,694,Car
428,335,100,Extra driver
429,335,60,Baby-seat
430,336,881,Car
431,337,199,Car
432,338,935,Car
433,343,135,Car
434,347,783,Car
435,347,50,Navigation
436,347,906,Car
437,347,100,Extra driver
438,349,614,Car
439,349,543,Car
440,349,50,Navigation
441,351,324,Car
442,351,825,Car
443,351,750,Car
444,351,50,Navigation
445,351,746,Car
446,353,113,Car
447,353,100,Extra driver
448,355,342,Car
449,355,200,Insurance
450,355,50,Navigation
451,356,788,Car
452,356,363,Car
453,357,984,Car
454,357,765,Car
455,357,100,Extra driver
456,358,386,Car
457,358,824,Car
458,358,851,Car
459,360,755,Car
460,365,968,Car
461,366,445,Car
462,368,570,Car
463,371,845,Car
464,372,864,Car
465,372,60,Baby-seat
466,374,629,Car
467,378,386,Car
468,378,50,Navigation
469,379,476,Car
470,381,940,Car
471,382,741,Car
472,382,211,Car
473,382,996,Car
474,382,60,Baby-seat
475,382,100,Extra driver
476,382,200,Insurance
477,383,86,Car
478,385,295,Car
479,385,100,Extra driver
480,386,770,Car
481,386,60,Baby-seat
482,387,618,Car
483,387,60,Baby-seat
484,388,360,Car
485,388,422,Car
486,389,978,Car
487,389,572,Car
488,391,801,Car
489,391,200,Insurance
490,391,870,Car
491,391,821,Car
492,391,100,Extra driver
493,395,757,Car
494,395,200,Insurance
495,396,844,Car
496,396,403,Car
497,396,60,Baby-seat
498,397,990,Car
499,397,50,Navigation
500,397,689,Car
501,397,100,Extra driver
502,397,497,Car
503,397,619,Car
504,397,60,Baby-seat
505,397,687,Car
506,397,50,Navigation
507,397,488,Car
508,398,884,Car
509,398,740,Car
510,398,100,Extra driver
511,400,688,Car
512,401,717,Car
513,401,943,Car
514,404,265,Car
515,404,618,Car
516,407,731,Car
517,408,308,Car
518,408,337,Car
519,408,60,Baby-seat
520,408,200,Insurance
521,409,524,Car
522,409,777,Car
523,409,200,Insurance
524,411,106,Car
525,413,339,Car
526,413,518,Car
527,414,330,Car
528,414,919,Car
529,414,605,Car
530,414,406,Car
531,414,50,Navigation
532,414,860,Car
533,415,759,Car
534,415,100,Extra driver
535,415,60,Baby-seat
536,415,510,Car
537,416,112,Car
538,416,66,Car
539,417,724,Car
540,417,100,Extra driver
541,417,552,Car
542,417,917,Car
543,418,153,Car
544,418,169,Car
545,418,106,Car
546,419,965,Car
547,419,783,Car
548,419,872,Car
549,421,652,Car
550,422,713,Car
551,423,949,Car
552,425,843,Car
553,425,200,Insurance
554,425,772,Car
555,425,50,Navigation
556,425,724,Car
557,425,959,Car
558,425,60,Baby-seat
559,425,50,Navigation
560,425,60,Baby-seat
561,425,260,Car
562,427,199,Car
563,427,200,Insurance
564,427,86,Car
565,428,213,Car
566,430,447,Car
567,431,342,Car
568,431,677,Car
569,431,982,Car
570,434,422,Car
571,434,200,Insurance
572,435,857,Car
573,436,336,Car
574,437,95,Car
575,437,50,Navigation
576,438,550,Car
577,438,100,Extra driver
578,438,516,Car
579,438,50,Navigation
580,438,200,Insurance
581,438,221,Car
582,440,311,Car
583,440,200,Insurance
584,440,232,Car
585,444,617,Car
586,446,827,Car
587,446,847,Car
588,446,200,Insurance
589,448,876,Car
590,448,687,Car
591,449,417,Car
592,450,620,Car
593,451,54,Car
594,452,779,Car
595,453,396,Car
596,453,331,Car
597,454,647,Car
598,454,677,Car
599,454,50,Navigation
600,454,270,Car
601,454,427,Car
602,454,577,Car
603,454,200,Insurance
604,454,532,Car
605,454,755,Car
606,454,679,Car
607,456,366,Car
608,456,963,Car
609,458,964,Car
610,458,338,Car
611,460,859,Car
612,460,60,Baby-seat
613,461,710,Car
614,463,979,Car
615,465,422,Car
616,465,711,Car
617,465,406,Car
618,467,242,Car
619,468,291,Car
620,472,97,Car
621,472,100,Extra driver
622,472,102,Car
623,472,57,Car
624,472,155,Car
625,472,50,Navigation
626,472,60,Baby-seat
627,472,129,Car
628,474,400,Car
629,474,310,Car
630,477,595,Car
631,477,100,Extra driver
632,480,128,Car
633,480,177,Car
634,480,112,Car
635,480,200,Insurance
636,482,472,Car
637,482,100,Extra driver
638,483,341,Car
639,484,240,Car
640,486,962,Car
641,486,814,Car
642,486,200,Insurance
643,491,456,Car
644,492,373,Car
645,492,50,Navigation
646,493,521,Car
647,493,457,Car
648,493,50,Navigation
649,494,148,Car
650,494,100,Extra driver
651,494,142,Car
652,495,822,Car
653,498,805,Car
654,498,645,Car
655,498,100,Extra driver
656,498,50,Navigation
657,498,494,Car
658,500,952,Car
659,500,50,Navigation
660,503,347,Car
661,503,100,Extra driver
662,503,200,Insurance
663,504,751,Car
664,505,877,Car
665,510,145,Car
666,510,116,Car
667,510,106,Car
668,510,60,Baby-seat
669,510,200,Insurance
670,512,449,Car
671,512,361,Car
672,513,319,Car
673,514,723,Car
674,515,725,Car
675,517,762,Car
676,519,127,Car
677,519,168,Car
678,520,487,Car
679,520,828,Car
680,521,931,Car
681,521,755,Car
682,522,601,Car
683,522,200,Insurance
684,522,497,Car
685,524,724,Car
686,530,971,Car
687,531,192,Car
688,531,200,Insurance
689,533,802,Car
690,533,296,Car
691,533,341,Car
692,533,50,Navigation
693,534,416,Car
694,534,346,Car
695,534,60,Baby-seat
696,536,668,Car
697,538,641,Car
698,543,397,Car
699,543,846,Car
700,543,329,Car
701,544,422,Car
702,544,60,Baby-seat
703,546,470,Car
704,546,590,Car
705,546,517,Car
706,546,200,Insurance
707,546,896,Car
708,546,200,Insurance
709,547,379,Car
710,547,700,Car
711,549,432,Car
712,552,965,Car
713,552,348,Car
714,557,939,Car
715,557,633,Car
716,557,100,Extra driver
717,558,211,Car
718,558,432,Car
719,558,933,Car
720,560,892,Car
721,560,50,Navigation
722,560,50,Navigation
723,560,880,Car
724,560,200,Insurance
725,560,50,Navigation
726,560,100,Extra driver
727,560,910,Car
728,561,269,Car
729,561,369,Car
730,564,380,Car
731,564,200,Insurance
732,564,200,Insurance
733,564,910,Car
734,564,50,Navigation
735,564,886,Car
736,564,367,Car
737,564,493,Car
738,564,698,Car
739,564,705,Car
740,566,527,Car
741,566,580,Car
742,566,800,Car
743,566,50,Navigation
744,567,246,Car
745,567,50,Navigation
746,567,906,Car
747,567,100,Extra driver
748,567,200,Insurance
749,571,747,Car
750,573,439,Car
751,579,473,Car
752,581,188,Car
753,581,200,Car
754,581,93,Car
755,588,260,Car
756,589,968,Car
757,589,200,Insurance
758,589,60,Baby-seat
759,590,999,Car
760,590,50,Navigation
761,590,820,Car
762,590,100,Extra driver
763,590,580,Car
764,590,100,Extra driver
765,590,50,Navigation
766,592,588,Car
767,594,562,Car
768,594,503,Car
769,594,354,Car
770,594,621,Car
771,594,839,Car
772,594,575,Car
773,594,404,Car
774,594,100,Extra driver
775,595,625,Car
776,595,200,Insurance
777,595,991,Car
778,595,491,Car
779,595,200,Insurance
780,595,336,Car
781,595,367,Car
782,596,504,Car
783,596,60,Baby-seat
784,597,707,Car
785,597,948,Car
786,599,990,Car
787,600,413,Car
788,600,683,Car
789,600,60,Baby-seat
790,602,380,Car
791,602,375,Car
792,602,531,Car
793,605,610,Car
794,606,238,Car
795,606,60,Baby-seat
796,607,984,Car
797,607,200,Insurance
798,607,222,Car
799,607,702,Car
800,607,200,Insurance
801,607,873,Car
802,607,210,Car
803,607,50,Navigation
804,607,100,Extra driver
805,609,530,Car
806,609,200,Insurance
807,609,100,Extra driver
808,609,326,Car
809,609,773,Car
810,609,60,Baby-seat
811,610,912,Car
812,610,50,Navigation
813,613,853,Car
814,613,200,Insurance
815,614,812,Car
816,615,482,Car
817,616,51,Car
818,616,100,Extra driver
819,618,620,Car
820,618,100,Extra driver
821,618,415,Car
822,618,200,Insurance
823,619,109,Car
824,619,60,Baby-seat
825,619,200,Insurance
826,619,78,Car
827,619,60,Baby-seat
828,622,135,Car
829,622,158,Car
830,622,150,Car
831,622,50,Navigation
832,628,985,Car
833,630,188,Car
834,630,100,Car
835,630,60,Baby-seat
836,630,114,Car
837,632,792,Car
838,632,738,Car
839,632,200,Insurance
840,632,60,Baby-seat
841,632,964,Car
842,632,930,Car
843,633,388,Car
844,633,100,Extra driver
845,633,377,Car
846,635,895,Car
847,636,669,Car
848,644,61,Car
849,644,86,Car
850,644,141,Car
851,644,117,Car
852,645,344,Car
853,645,980,Car
854,645,100,Extra driver
855,647,982,Car
856,647,60,Baby-seat
857,650,114,Car
858,650,66,Car
859,650,160,Car
860,650,139,Car
861,651,579,Car
862,652,488,Car
863,653,936,Car
864,653,975,Car
865,653,966,Car
866,653,200,Insurance
867,653,905,Car
868,653,527,Car
869,654,964,Car
870,654,200,Insurance
871,654,954,Car
872,655,810,Car
873,655,876,Car
874,655,732,Car
875,655,543,Car
876,659,736,Car
877,659,891,Car
878,661,926,Car
879,662,75,Car
880,662,194,Car
881,662,100,Extra driver
882,662,91,Car
883,662,100,Extra driver
884,665,960,Car
885,668,352,Car
886,668,743,Car
887,669,463,Car
888,671,130,Car
889,672,931,Car
890,674,456,Car
891,674,200,Insurance
892,674,50,Navigation
893,674,50,Navigation
894,674,100,Extra driver
895,675,426,Car
896,676,968,Car
897,679,927,Car
898,680,767,Car
899,681,513,Car
900,681,200,Insurance
901,681,454,Car
902,682,969,Car
903,683,551,Car
904,683,390,Car
905,684,577,Car
906,684,200,Insurance
907,685,425,Car
908,685,774,Car
909,688,111,Car
910,688,100,Extra driver
911,688,177,Car
912,688,60,Baby-seat
913,689,569,Car
914,693,839,Car
915,693,441,Car
916,697,970,Car
917,697,100,Extra driver
918,698,769,Car
919,700,66,Car
920,700,107,Car
921,701,270,Car
922,701,100,Extra driver
923,701,930,Car
924,705,300,Car
925,705,50,Navigation
926,705,228,Car
927,709,239,Car
928,712,249,Car
929,712,865,Car
930,712,200,Insurance
931,712,379,Car
932,712,484,Car
933,713,759,Car
934,716,354,Car
935,717,979,Car
936,717,50,Navigation
937,720,620,Car
938,723,74,Car
939,723,76,Car
940,723,119,Car
941,723,50,Navigation
942,723,96,Car
943,723,60,Baby-seat
944,724,987,Car
945,724,336,Car
946,724,60,Baby-seat
947,724,100,Extra driver
948,725,725,Car
949,726,217,Car
950,727,443,Car
951,727,60,Baby-seat
952,727,200,Insurance
953,727,578,Car
954,727,60,Baby-seat
955,729,216,Car
956,729,264,Car
957,732,473,Car
958,732,50,Navigation
959,732,50,Navigation
960,733,836,Car
961,734,775,Car
962,737,251,Car
963,737,793,Car
964,737,50,Navigation
965,737,100,Extra driver
966,738,98,Car
967,738,94,Car
968,738,84,Car
969,740,571,Car
970,740,602,Car
971,740,60,Baby-seat
972,743,881,Car
973,743,200,Insurance
974,745,289,Car
975,745,833,Car
976,748,607,Car
977,749,545,Car
978,749,100,Extra driver
979,750,605,Car
980,751,570,Car
981,751,340,Car
982,751,427,Car
983,751,200,Insurance
984,754,769,Car
985,754,434,Car
986,754,964,Car
987,754,780,Car
988,754,642,Car
989,754,60,Baby-seat
990,755,655,Car
991,756,148,Car
992,759,896,Car
993,761,672,Car
994,761,200,Insurance
995,763,570,Car
996,763,100,Extra driver
997,766,96,Car
998,766,128,Car
999,766,50,Navigation
1000,766,143,Car
1001,767,331,Car
1002,768,271,Car
1003,771,852,Car
1004,772,895,Car
1005,772,200,Insurance
1006,772,944,Car
1007,775,654,Car
1008,775,297,Car
1009,775,200,Insurance
1010,776,148,Car
1011,776,200,Insurance
1012,776,183,Car
1013,779,227,Car
1014,779,200,Insurance
1015,779,100,Extra driver
1016,781,397,Car
1017,781,649,Car
1018,782,555,Car
1019,784,968,Car
1020,784,100,Extra driver
1021,786,193,Car
1022,786,148,Car
1023,788,534,Car
1024,788,60,Baby-seat
1025,790,611,Car
1026,792,211,Car
1027,792,264,Car
1028,792,60,Baby-seat
1029,793,336,Car
1030,793,60,Baby-seat
1031,793,207,Car
1032,794,485,Car
1033,794,100,Extra driver
1034,794,577,Car
1035,794,200,Insurance
1036,794,476,Car
1037,795,650,Car
1038,796,973,Car
1039,796,247,Car
1040,796,50,Navigation
1041,796,994,Car
1042,796,528,Car
1043,797,989,Car
1044,798,115,Car
1045,798,133,Car
1046,798,143,Car
1047,798,200,Insurance
1048,798,185,Car
1049,799,161,Car
1050,799,121,Car
1051,799,116,Car
1052,802,640,Car
1053,802,200,Insurance
1054,804,136,Car
1055,804,200,Insurance
1056,804,60,Baby-seat
1057,804,68,Car
1058,804,122,Car
1059,804,200,Insurance
1060,804,133,Car
1061,804,200,Insurance
1062,805,748,Car
1063,806,841,Car
1064,806,50,Navigation
1065,806,100,Extra driver
1066,806,200,Insurance
1067,806,375,Car
1068,806,638,Car
1069,807,67,Car
1070,807,196,Car
1071,811,498,Car
1072,814,903,Car
1073,816,411,Car
1074,816,100,Extra driver
1075,824,477,Car
1076,824,50,Navigation
1077,826,75,Car
1078,826,75,Car
1079,826,56,Car
1080,826,60,Baby-seat
1081,826,50,Navigation
1082,826,122,Car
1083,826,122,Car
1084,826,60,Baby-seat
1085,826,68,Car
1086,826,50,Navigation
1087,826,168,Car
1088,826,102,Car
1089,826,80,Car
1090,826,63,Car
1091,826,50,Navigation
1092,826,71,Car
1093,826,200,Insurance
1094,826,60,Baby-seat
1095,826,200,Insurance
1096,826,60,Baby-seat
1097,826,67,Car
1098,828,179,Car
1099,829,130,Car
1100,829,100,Extra driver
1101,829,100,Extra driver
1102,830,782,Car
1103,830,100,Extra driver
1104,830,60,Baby-seat
1105,832,594,Car
1106,832,100,Extra driver
1107,832,642,Car
1108,832,353,Car
1109,832,50,Navigation
1110,834,563,Car
1111,834,832,Car
1112,836,352,Car
1113,837,853,Car
1114,837,498,Car
1115,837,226,Car
1116,837,60,Baby-seat
1117,837,421,Car
1118,838,938,Car
1119,841,261,Car
1120,842,818,Car
1121,843,301,Car
1122,844,532,Car
1123,847,431,Car
1124,848,553,Car
1125,848,615,Car
1126,848,100,Extra driver
1127,849,93,Car
1128,851,342,Car
1129,851,60,Baby-seat
1130,852,101,Car
1131,852,160,Car
1132,854,519,Car
1133,857,818,Car
1134,857,200,Insurance
1135,860,236,Car
1136,860,50,Navigation
1137,861,613,Car
1138,861,50,Navigation
1139,861,990,Car
1140,864,406,Car
1141,864,200,Insurance
1142,865,505,Car
1143,865,772,Car
1144,866,864,Car
1145,866,384,Car
1146,867,590,Car
1147,867,50,Navigation
1148,867,362,Car
1149,868,241,Car
1150,871,709,Car
1151,871,725,Car
1152,872,512,Car
1153,873,467,Car
1154,873,60,Baby-seat
1155,873,938,Car
1156,873,403,Car
1157,877,375,Car
1158,878,907,Car
1159,878,50,Navigation
1160,880,951,Car
1161,880,100,Extra driver
1162,883,182,Car
1163,883,200,Insurance
1164,884,738,Car
1165,884,50,Navigation
1166,884,943,Car
1167,884,557,Car
1168,884,100,Extra driver
1169,891,235,Car
1170,891,200,Insurance
1171,891,245,Car
1172,891,200,Insurance
1173,892,85,Car
1174,893,67,Car
1175,893,184,Car
1176,896,726,Car
1177,896,50,Navigation
1178,898,947,Car
1179,898,60,Baby-seat
1180,900,215,Car
1181,900,60,Baby-seat
1182,900,936,Car
1183,900,100,Extra driver
1184,901,168,Car
1185,903,112,Car
1186,903,50,Navigation
1187,903,200,Insurance
1188,903,82,Car
1189,903,152,Car
1190,905,623,Car
1191,906,968,Car
1192,907,339,Car
1193,907,280,Car
1194,908,991,Car
1195,908,556,Car
1196,910,867,Car
1197,910,100,Extra driver
1198,910,580,Car
1199,914,592,Car
1200,914,465,Car
1201,914,50,Navigation
1202,922,896,Car
1203,922,371,Car
1204,924,400,Car
1205,927,743,Car
1206,929,952,Car
1207,929,410,Car
1208,929,200,Insurance
1209,931,57,Car
1210,931,140,Car
1211,933,743,Car
1212,933,200,Insurance
1213,938,981,Car
1214,938,274,Car
1215,938,100,Extra driver
1216,938,954,Car
1217,938,863,Car
1218,940,956,Car
1219,940,60,Baby-seat
1220,940,743,Car
1221,940,50,Navigation
1222,949,599,Car
1223,949,221,Car
1224,950,203,Car
1225,951,644,Car
1226,954,792,Car
1227,957,158,Car
1228,959,519,Car
1229,960,715,Car
1230,960,100,Extra driver
1231,960,797,Car
1232,961,406,Car
1233,964,464,Car
1234,964,368,Car
1235,964,924,Car
1236,967,698,Car
1237,967,60,Baby-seat
1238,967,845,Car
1239,967,819,Car
1240,967,701,Car
1241,969,424,Car
1242,973,204,Car
1243,973,60,Baby-seat
1244,974,924,Car
1245,974,200,Insurance
1246,978,985,Car
1247,978,50,Navigation
1248,981,957,Car
1249,981,564,Car
1250,981,356,Car
1251,984,538,Car
1252,985,625,Car
1253,988,840,Car
1254,988,100,Extra driver
1255,988,218,Car
1256,988,60,Baby-seat
1257,988,516,Car
1258,989,609,Car
1259,989,100,Extra driver
1260,989,593,Car
1261,989,869,Car
1262,989,60,Baby-seat
1263,990,515,Car
1264,990,468,Car
1265,993,727,Car
1266,993,50,Navigation
1267,994,579,Car
1268,994,859,Car
1269,997,606,Car
1270,997,60,Baby-seat
1271,998,917,Car
1272,1001,448,Car
1273,1001,200,Insurance
1274,1002,510,Car
1275,1002,100,Extra driver
1276,1003,448,Car
1277,1004,643,Car
1278,1004,60,Baby-seat
1279,1004,859,Car
1280,1006,381,Car
1281,1010,599,Car
1282,1010,587,Car
1283,1011,861,Car
1284,1011,100,Extra driver
1285,1014,680,Car
1286,1014,100,Extra driver
1287,1015,519,Car
1288,1016,449,Car
1289,1016,978,Car
1290,1016,876,Car
1291,1016,100,Extra driver
1292,1018,973,Car
1293,1018,760,Car
1294,1018,723,Car
1295,1018,100,Extra driver
1296,1021,210,Car
1297,1023,115,Car
1298,1023,59,Car
1299,1023,50,Navigation
1300,1024,68,Car
1301,1024,200,Insurance
1302,1026,513,Car
1303,1027,50,Car
1304,1027,100,Extra driver
1305,1027,131,Car
1306,1028,310,Car
1307,1030,243,Car
1308,1030,50,Navigation
1309,1030,307,Car
1310,1031,771,Car
1311,1032,518,Car
1312,1032,60,Baby-seat
1313,1033,280,Car
1314,1033,251,Car
1315,1033,988,Car
1316,1033,231,Car
1317,1033,100,Extra driver
1318,1035,902,Car
1319,1038,91,Car
1320,1039,215,Car
1321,1041,551,Car
1322,1041,200,Insurance
1323,1041,50,Navigation
1324,1043,337,Car
1325,1043,100,Extra driver
1326,1043,936,Car
1327,1043,50,Navigation
1328,1043,292,Car
1329,1043,708,Car
1330,1044,273,Car
1331,1044,100,Extra driver
1332,1048,558,Car
1333,1048,969,Car
1334,1048,50,Navigation
1335,1048,884,Car
1336,1048,100,Extra driver
1337,1048,777,Car
1338,1048,200,Insurance
1339,1052,52,Car
1340,1052,102,Car
1341,1054,957,Car
1342,1061,760,Car
1343,1064,897,Car
1344,1065,896,Car
1345,1065,837,Car
1346,1065,997,Car
1347,1065,200,Insurance
1348,1065,326,Car
1349,1066,369,Car
1350,1068,752,Car
1351,1070,353,Car
1352,1071,710,Car
1353,1071,200,Insurance
1354,1071,807,Car
1355,1071,212,Car
1356,1071,60,Baby-seat
1357,1071,100,Extra driver
1358,1071,377,Car
1359,1071,100,Extra driver
1360,1073,739,Car
1361,1073,50,Navigation
1362,1074,711,Car
1363,1074,823,Car
1364,1076,354,Car
1365,1078,326,Car
1366,1084,467,Car
1367,1088,694,Car
1368,1088,476,Car
1369,1088,606,Car
1370,1088,50,Navigation
1371,1088,263,Car
1372,1089,334,Car
1373,1091,480,Car
1374,1092,740,Car
1375,1092,200,Insurance
1376,1092,427,Car
1377,1092,60,Baby-seat
1378,1093,288,Car
1379,1093,685,Car
1380,1093,50,Navigation
1381,1093,950,Car
